PersonID,Age,Gender,Country,Education_Level,Income_USD
10651,22,Male,India,High School,54755.4
10652,69,Male,Canada,High School,29862.89
10653,29,Female,USA,High School,11506.78
10654,63,Male,Germany,Bachelors,53229.11
10655,41,Female,Japan,Bachelors,58300.59
10656,36,Female,India,Bachelors,41959.69
10657,35,Male,UK,Bachelors,47732.01
10658,68,Female,Brazil,Bachelors,151566.3
10659,47,Female,Australia,High School,87759.61
10660,33,Female,Japan,Masters,37786.88
10661,48,Female,Germany,Bachelors,145782.5
10662,39,Female,UK,High School,26538.77
10663,40,Female,Brazil,High School,50860.82
10664,27,Male,Brazil,Bachelors,37427.2
10665,42,Male,Germany,Masters,48913.61
10666,52,Male,India,Masters,63235.5
10667,41,Male,Germany,Masters,67553.32
10668,56,Male,Brazil,High School,61253.99
10669,50,Male,Japan,Bachelors,38635.2
10670,48,Male,India,Bachelors,56856.47
10671,65,Female,Canada,PhD,32851.29
10672,21,Female,India,Bachelors,61382.72
10673,51,Male,India,High School,49009.99
10674,36,Female,USA,High School,74251.15
10675,57,Male,Canada,Bachelors,56435.18
10676,36,Female,Canada,High School,33509.2
10677,33,Male,Brazil,Bachelors,52674.51
10678,45,Female,Australia,Bachelors,15635.35
10679,67,Female,India,Bachelors,38544.72
10680,44,Male,Japan,Bachelors,116282.72
10681,37,Female,Australia,Bachelors,65807.88
10682,38,Female,Brazil,Masters,32407.82
10683,39,Male,India,Bachelors,29835.0
10684,27,Female,Japan,Bachelors,52794.04
10685,33,Male,India,High School,45438.89
10686,37,Female,Japan,Masters,60655.35
10687,54,Female,India,Masters,74043.12
10688,31,Female,Canada,Bachelors,116923.69
10689,45,Female,Australia,Bachelors,66386.67
10690,27,Female,Japan,Bachelors,65506.6
10691,47,Female,Australia,Bachelors,39934.32
10692,60,Male,Canada,Bachelors,17200.0
10693,68,Male,Brazil,Bachelors,35506.49
10694,77,Female,UK,PhD,38448.13
10695,32,Female,USA,Masters,102291.37
10696,45,Female,India,High School,42459.12
10697,37,Female,Canada,Bachelors,32898.8
10698,45,Male,India,Bachelors,66420.71
10699,60,Female,India,Bachelors,25952.14
10700,46,Male,USA,Masters,15036.79
10701,40,Female,India,Masters,24956.55
10702,47,Male,Japan,High School,50550.43
10703,45,Male,Canada,High School,52624.73
10704,40,Female,UK,High School,21257.43
10705,24,Male,India,Bachelors,40701.34
10706,55,Male,Canada,Bachelors,57667.52
10707,48,Female,Canada,High School,34482.65
10708,51,Female,India,Bachelors,44327.63
10709,35,Female,USA,Masters,31689.08
10710,59,Female,UK,Bachelors,78803.76
10711,51,Male,India,High School,59103.44
10712,40,Male,Canada,Bachelors,28427.81
10713,55,Female,UK,Bachelors,61791.42
10714,66,Female,Germany,High School,20357.0
10715,48,Male,USA,High School,73730.63
10716,67,Male,India,High School,120441.59
10717,32,Male,India,Masters,47445.91
10718,27,Male,Brazil,Bachelors,59266.12
10719,68,Male,Brazil,Bachelors,31244.63
10720,37,Female,Canada,PhD,86414.85
10721,25,Male,Japan,Masters,52337.53
10722,29,Female,UK,High School,63422.34
10723,32,Male,UK,Bachelors,32604.26
10724,40,Male,UK,Bachelors,59749.1
10725,29,Female,UK,Bachelors,66699.89
10726,30,Male,India,High School,68928.74
10727,23,Male,Japan,PhD,25258.57
10728,59,Female,Germany,High School,36018.03
10729,22,Non-Binary,Germany,Bachelors,62241.53
10730,32,Male,India,Bachelors,47083.27
10731,47,Female,Australia,High School,40803.84
10732,30,Male,Japan,Masters,36698.42
10733,78,Female,India,High School,98280.84
10734,48,Female,Brazil,Masters,37135.27
10735,47,Female,Australia,Bachelors,118178.72
10736,44,Female,USA,Bachelors,38563.36
10737,24,Non-Binary,Japan,PhD,25715.81
10738,56,Female,Canada,Bachelors,43227.94
10739,60,Male,Japan,Bachelors,93479.5
10740,49,Male,India,High School,98085.9
10741,44,Male,Australia,Bachelors,25025.79
10742,53,Male,Brazil,High School,31907.52
10743,52,Male,India,High School,79492.04
10744,26,Female,UK,Bachelors,31510.54
10745,67,Female,UK,High School,28107.17
10746,54,Female,Germany,Bachelors,24951.9
10747,33,Male,Brazil,Bachelors,28371.23
10748,41,Male,India,Bachelors,29363.09
10749,59,Male,UK,High School,56189.62
10750,62,Female,Germany,Bachelors,28411.36
10751,52,Female,UK,PhD,68478.22
10752,23,Female,Australia,Bachelors,43854.03
10753,39,Female,Germany,Bachelors,38181.46
10754,32,Male,USA,High School,83375.44
10755,78,Male,Germany,Bachelors,73347.34
10756,46,Female,UK,Bachelors,48464.55
10757,42,Female,Canada,Bachelors,43884.88
10758,45,Female,USA,Bachelors,60998.67
10759,25,Male,Australia,Masters,29827.39
10760,38,Female,USA,Masters,98260.5
10761,41,Male,UK,Bachelors,134699.95
10762,44,Male,Japan,Masters,22133.12
10763,45,Female,USA,High School,108412.99
10764,65,Male,UK,Bachelors,97594.98
10765,45,Male,India,Masters,101931.62
10766,35,Male,Japan,High School,82014.95
10767,60,Male,Germany,High School,43823.06
10768,31,Male,USA,Masters,37589.92
10769,63,Male,Australia,High School,43402.66
10770,43,Male,USA,Bachelors,53561.76
10771,41,Male,Germany,High School,90576.28
10772,32,Male,Germany,Bachelors,37139.45
10773,28,Male,Germany,High School,119691.88
10774,27,Female,Australia,Bachelors,52927.53
10775,35,Female,Brazil,High School,26223.95
10776,26,Male,Brazil,Bachelors,20307.33
10777,53,Female,India,PhD,73907.2
10778,29,Female,Brazil,High School,31026.92
10779,56,Male,Canada,High School,77456.29
10780,37,Male,Australia,Masters,89318.8
10781,23,Male,Australia,Bachelors,74103.67
10782,36,Female,India,Bachelors,60223.26
10783,45,Male,Germany,Bachelors,42402.27
10784,48,Female,Brazil,Bachelors,23523.73
10785,46,Female,Japan,Bachelors,31491.49
10786,30,Female,Brazil,High School,55390.17
10787,27,Male,Germany,PhD,159239.46
10788,38,Female,USA,High School,126831.83
10789,18,Male,UK,Bachelors,30785.12
10790,40,Male,Australia,Bachelors,107787.15
10791,67,Female,Australia,PhD,58844.13
10792,43,Female,Germany,High School,42492.56
10793,48,Female,Japan,Bachelors,54976.78
10794,41,Male,Japan,Masters,39909.09
10795,34,Female,UK,High School,70960.3
10796,40,Non-Binary,India,High School,130575.22
10797,40,Male,Brazil,Bachelors,32566.28
10798,20,Female,Canada,Bachelors,52457.56
10799,23,Male,Australia,High School,46575.03
10800,29,Female,Germany,Bachelors,25105.37
10801,54,Female,India,Bachelors,53102.62
10802,47,Female,USA,Bachelors,50034.33
10803,54,Male,Germany,Bachelors,107324.38
10804,45,Male,Brazil,Bachelors,58796.96
10805,34,Female,USA,Bachelors,23758.08
10806,62,Male,UK,Bachelors,37816.95
10807,54,Female,UK,Bachelors,42810.09
10808,57,Male,UK,Masters,78631.55
10809,26,Male,UK,Masters,70920.8
10810,38,Female,UK,High School,66632.4
10811,49,Female,India,High School,46215.38
10812,41,Female,Canada,Bachelors,68573.88
10813,29,Female,USA,Bachelors,74062.01
10814,35,Female,USA,High School,51100.04
10815,61,Female,Germany,Bachelors,39278.88
10816,49,Male,Canada,Bachelors,53880.88
10817,36,Female,UK,Bachelors,26122.19
10818,43,Female,Australia,High School,38934.76
10819,22,Male,Canada,PhD,73550.64
10820,28,Female,UK,Bachelors,93228.09
10821,58,Male,India,Bachelors,32960.76
10822,69,Female,Germany,Masters,80498.98
10823,56,Male,India,Bachelors,26530.78
10824,81,Male,Germany,High School,32120.96
10825,49,Male,Japan,High School,200166.04
10826,53,Male,India,High School,117733.46
10827,22,Female,USA,Masters,59425.3
10828,52,Female,USA,Bachelors,102833.77
10829,40,Female,India,Bachelors,83001.15
10830,45,Female,Australia,Bachelors,40986.29
10831,81,Female,Australia,Bachelors,42265.64
10832,49,Male,USA,PhD,59673.45
10833,38,Male,Australia,Bachelors,88249.55
10834,31,Male,USA,Bachelors,57301.9
10835,25,Female,Germany,Bachelors,39808.97
10836,53,Male,Canada,Masters,63893.59
10837,51,Female,UK,Bachelors,38299.26
10838,54,Male,USA,Bachelors,59789.68
10839,30,Male,Germany,Masters,20160.77
10840,60,Male,India,High School,60594.03
10841,25,Male,Australia,Masters,52867.02
10842,60,Female,USA,Bachelors,41752.91
10843,29,Male,Australia,Bachelors,24151.49
10844,24,Male,Japan,Masters,21810.76
10845,20,Male,India,Bachelors,54843.92
10846,52,Female,Brazil,Bachelors,24348.2
10847,43,Male,UK,Bachelors,48925.83
10848,48,Female,Australia,Bachelors,52117.57
10849,78,Female,Australia,Masters,45153.72
10850,31,Male,India,Masters,47731.84
10851,50,Male,Australia,Bachelors,45063.33
10852,58,Female,USA,High School,21380.3
10853,30,Male,India,High School,32566.27
10854,46,Male,Australia,High School,31791.16
10855,32,Male,Canada,Bachelors,31165.53
10856,42,Female,UK,High School,54951.34
10857,37,Male,Canada,Bachelors,17345.6
10858,25,Male,Brazil,Bachelors,31899.69
10859,64,Female,UK,Bachelors,51986.84
10860,39,Female,Canada,Bachelors,73204.07
10861,54,Female,Canada,High School,45591.19
10862,68,Female,USA,Bachelors,73419.25
10863,39,Male,India,Bachelors,29610.08
10864,21,Female,Canada,High School,29818.5
10865,27,Male,Germany,High School,45193.36
10866,46,Female,Brazil,Masters,84101.5
10867,57,Male,Brazil,Bachelors,35620.98
10868,44,Male,Germany,Bachelors,61523.85
10869,31,Female,Australia,Bachelors,186714.21
10870,28,Male,USA,Bachelors,26073.67
10871,25,Female,Canada,High School,36041.9
10872,49,Female,Canada,Masters,68139.38
10873,65,Female,Japan,Bachelors,27667.3
10874,42,Female,India,Bachelors,57338.04
10875,66,Male,Australia,Masters,91133.27
10876,26,Female,Germany,PhD,33170.66
10877,29,Male,USA,Bachelors,117990.3
10878,29,Male,Brazil,Bachelors,89150.48
10879,36,Female,Australia,Bachelors,66356.57
10880,44,Male,UK,Masters,22300.36
10881,32,Male,Germany,Masters,26896.28
10882,41,Male,UK,Bachelors,126457.91
10883,50,Male,Canada,High School,45232.0
10884,31,Female,Australia,PhD,28353.56
10885,75,Female,India,Masters,41625.35
10886,29,Male,Australia,High School,119200.49
10887,43,Female,Germany,Bachelors,24433.82
10888,66,Male,India,Bachelors,52217.59
10889,38,Female,Brazil,Bachelors,33520.52
10890,31,Female,Germany,High School,96182.15
10891,42,Female,USA,Masters,42622.34
10892,62,Male,Australia,High School,40447.02
10893,40,Female,Canada,Bachelors,70698.77
10894,58,Female,Japan,Bachelors,31336.64
10895,47,Male,Germany,Bachelors,62380.1
10896,39,Female,Japan,High School,45469.69
10897,67,Male,Japan,Bachelors,46836.98
10898,35,Female,Brazil,Bachelors,47466.79
10899,19,Male,Brazil,High School,59861.73
10900,30,Female,Canada,High School,76719.1
10901,74,Female,Australia,Bachelors,75149.68
10902,48,Male,India,Bachelors,29940.33
10903,29,Male,UK,Bachelors,26894.16
10904,49,Female,USA,Bachelors,73046.88
10905,43,Female,UK,Masters,54269.36
10906,35,Male,Germany,Bachelors,63983.28
10907,44,Male,UK,High School,50254.68
10908,42,Male,UK,High School,33509.09
10909,31,Female,India,Bachelors,32162.98
10910,29,Male,Australia,High School,25447.9
10911,28,Male,UK,Bachelors,39773.34
10912,76,Male,India,High School,129439.52
10913,24,Male,USA,Bachelors,60580.11
10914,31,Female,USA,High School,88457.48
10915,30,Female,Canada,Bachelors,79161.4
10916,53,Female,UK,Masters,163629.71
10917,27,Male,Brazil,Bachelors,56208.57
10918,72,Male,Australia,PhD,42871.26
10919,39,Female,Australia,High School,105020.56
10920,45,Male,Australia,Bachelors,40864.2
10921,54,Female,Brazil,High School,31842.96
10922,65,Female,Australia,High School,26831.26
10923,50,Male,UK,Bachelors,31363.98
10924,31,Male,Japan,High School,140839.98
10925,34,Female,Germany,Masters,33849.68
10926,71,Non-Binary,Germany,High School,46895.21
10927,42,Male,UK,High School,163090.65
10928,42,Male,UK,Bachelors,58772.26
10929,48,Male,India,Bachelors,50700.77
10930,41,Male,Brazil,Bachelors,35901.84
10931,62,Female,USA,PhD,36649.91
10932,40,Male,UK,Bachelors,76382.33
10933,52,Female,UK,Bachelors,32755.75
10934,45,Female,Brazil,Bachelors,90774.86
10935,38,Female,Japan,Bachelors,41837.86
10936,24,Female,Australia,Masters,66618.51
10937,48,Male,Japan,Bachelors,40595.27
10938,50,Male,Germany,Bachelors,38077.42
10939,22,Male,Brazil,Bachelors,42742.75
10940,39,Male,Brazil,Bachelors,95760.67
10941,38,Female,Brazil,High School,61463.57
10942,42,Female,Australia,High School,24300.87
10943,75,Male,Canada,Bachelors,43977.81
10944,54,Male,India,Bachelors,31308.12
10945,44,Male,Australia,Masters,59052.43
10946,58,Male,Australia,High School,39204.53
10947,40,Female,UK,Masters,61492.78
10948,31,Female,Brazil,Bachelors,91053.2
10949,62,Female,USA,Bachelors,42761.68
10950,29,Female,Germany,Masters,28266.81
10951,67,Female,Japan,Bachelors,39434.24
10952,51,Male,Canada,High School,34534.37
10953,60,Male,Japan,Bachelors,75813.44
10954,34,Male,Germany,Bachelors,106269.15
10955,22,Female,India,Bachelors,40739.28
10956,72,Female,India,Bachelors,28919.18
10957,42,Male,Germany,Bachelors,20367.95
10958,56,Male,Japan,Masters,37391.24
10959,32,Male,Japan,Bachelors,56988.4
10960,37,Female,Australia,Bachelors,47637.73
10961,34,Female,UK,Bachelors,138082.33
10962,22,Female,USA,Masters,106345.05
10963,33,Female,Germany,Bachelors,68985.62
10964,32,Male,USA,Masters,38929.33
10965,59,Male,Canada,Masters,29162.33
10966,35,Female,Japan,Masters,39707.72
10967,57,Female,Japan,Masters,38238.53
10968,67,Male,UK,Bachelors,49433.48
10969,47,Female,Australia,Bachelors,68076.68
10970,57,Male,Japan,High School,33083.63
10971,28,Male,UK,Masters,105703.64
10972,35,Male,UK,Bachelors,124026.63
10973,58,Male,Japan,Bachelors,42331.4
10974,60,Female,USA,Masters,157309.73
10975,75,Male,UK,High School,63151.87
10976,29,Female,UK,Masters,24461.7
10977,40,Female,India,High School,70711.25
10978,54,Male,Japan,Masters,27537.6
10979,39,Male,UK,High School,46353.79
10980,46,Female,India,High School,30794.74
10981,51,Female,Japan,Bachelors,64362.66
10982,27,Male,Australia,Masters,47163.98
10983,47,Female,USA,High School,49330.28
10984,76,Female,UK,PhD,55369.33
10985,33,Female,Australia,Masters,30869.42
10986,44,Male,India,Bachelors,111258.83
10987,75,Male,Australia,Masters,73590.16
10988,33,Male,UK,Bachelors,95720.57
10989,25,Male,Canada,High School,47547.72
10990,41,Male,Brazil,High School,32113.45
10991,42,Female,UK,High School,35265.11
10992,43,Male,Canada,Bachelors,115093.26
10993,45,Male,India,High School,48933.17
10994,36,Male,India,Bachelors,240034.41
10995,60,Male,India,Bachelors,69045.86
10996,48,Male,USA,Bachelors,22809.96
10997,84,Female,UK,High School,41747.87
10998,26,Female,Japan,High School,37184.22
10999,56,Male,USA,Masters,23259.6
11000,49,Male,Brazil,Masters,117411.96
11001,37,Male,Australia,Bachelors,45357.06
11002,41,Female,Japan,High School,44126.92
11003,31,Female,India,High School,38061.85
11004,32,Female,UK,Masters,52382.49
11005,26,Male,India,Masters,47927.46
11006,28,Female,Canada,Bachelors,40773.15
11007,26,Male,India,Bachelors,42643.65
11008,53,Female,Australia,Bachelors,23802.29
11009,28,Female,UK,Masters,38445.57
11010,35,Female,Brazil,Bachelors,72539.28
11011,31,Female,Germany,Masters,23736.98
11012,20,Male,UK,Bachelors,46284.45
11013,50,Female,Brazil,Bachelors,98796.97
11014,51,Female,Japan,Masters,60303.0
11015,23,Male,UK,Bachelors,42307.03
11016,57,Male,Germany,Masters,29085.05
11017,28,Female,Brazil,PhD,41174.37
11018,46,Male,Japan,High School,152868.99
11019,47,Female,Germany,High School,41075.85
11020,53,Female,Brazil,High School,56766.23
11021,34,Female,Brazil,High School,66002.82
11022,40,Male,UK,Bachelors,32781.72
11023,32,Male,Australia,Masters,142135.06
11024,41,Female,Japan,PhD,117477.4
11025,54,Female,UK,Bachelors,23290.91
11026,50,Male,Canada,High School,47455.31
11027,70,Female,Canada,High School,81484.21
11028,30,Female,USA,Masters,41894.57
11029,32,Female,Brazil,Bachelors,39639.17
11030,24,Female,Germany,Masters,54168.5
11031,24,Female,Brazil,PhD,91027.65
11032,62,Male,USA,Bachelors,35460.46
11033,31,Male,Germany,Bachelors,76723.72
11034,63,Male,Australia,Bachelors,44828.64
11035,56,Male,Brazil,Bachelors,49252.22
11036,37,Female,Australia,Bachelors,20237.3
11037,44,Female,UK,Masters,43228.64
11038,41,Female,Australia,Masters,39565.43
11039,53,Female,India,High School,94300.2
11040,49,Female,USA,PhD,26741.92
11041,52,Female,Australia,Masters,66149.47
11042,52,Male,Canada,Masters,64820.76
11043,40,Male,Japan,Masters,51670.24
11044,53,Female,Germany,High School,49739.61
11045,36,Female,USA,High School,91521.44
11046,33,Female,Japan,PhD,36603.75
11047,37,Male,India,Bachelors,52180.18
11048,36,Male,Canada,Bachelors,20769.16
11049,53,Female,Japan,Bachelors,35523.29
11050,46,Female,Australia,Bachelors,28914.71
11051,39,Male,Japan,Masters,47250.64
11052,37,Female,Japan,Masters,59809.12
11053,81,Female,Brazil,Bachelors,45020.69
11054,43,Male,Brazil,High School,176854.66
11055,28,Male,Brazil,High School,25147.11
11056,68,Male,Japan,High School,41878.81
11057,43,Male,Germany,PhD,35303.16
11058,57,Male,Japan,High School,48486.85
11059,36,Female,Japan,Bachelors,36385.65
11060,36,Male,UK,Masters,49393.81
11061,40,Male,Australia,High School,65142.13
11062,38,Female,Australia,Bachelors,86811.69
11063,63,Female,Germany,Bachelors,23568.19
11064,31,Female,USA,PhD,52828.47
11065,42,Male,UK,PhD,38443.7
11066,60,Female,Brazil,High School,51140.89
11067,46,Female,USA,Bachelors,50956.49
11068,27,Female,UK,Bachelors,15141.62
11069,30,Female,UK,High School,63617.13
11070,27,Male,Australia,Bachelors,29569.06
11071,47,Male,Japan,Masters,36668.94
11072,45,Male,USA,Bachelors,59830.9
11073,45,Female,Germany,Bachelors,36264.08
11074,42,Female,UK,Bachelors,51837.7
11075,67,Male,USA,Masters,57393.21
11076,25,Female,Germany,Bachelors,78416.86
11077,37,Female,Germany,High School,78399.05
11078,35,Male,India,Masters,73951.85
11079,43,Female,Australia,Bachelors,27542.59
11080,35,Male,Australia,High School,78075.79
11081,19,Male,USA,Bachelors,24071.81
11082,52,Female,India,Masters,56310.59
11083,23,Female,Brazil,Bachelors,24996.19
11084,60,Male,UK,Masters,29398.96
11085,31,Male,USA,Masters,83497.47
11086,31,Female,Germany,Masters,48013.71
11087,47,Male,Japan,High School,33449.25
11088,30,Male,UK,High School,30351.67
11089,32,Female,Germany,High School,69872.19
11090,33,Female,Brazil,High School,40487.69
11091,49,Female,Australia,Bachelors,65495.12
11092,37,Female,Canada,High School,105610.47
11093,35,Male,Australia,High School,52219.33
11094,54,Female,Japan,PhD,76524.45
11095,36,Male,India,High School,46174.89
11096,58,Female,Germany,High School,28278.04
11097,60,Female,Canada,Masters,91284.18
11098,56,Female,India,High School,17127.34
11099,25,Male,Brazil,High School,57941.22
11100,27,Male,USA,Bachelors,43806.6
11101,55,Male,USA,Bachelors,46458.68
11102,48,Male,USA,Bachelors,40843.53
11103,27,Female,India,Bachelors,25507.7
11104,37,Male,Brazil,High School,22727.66
11105,43,Female,Australia,Bachelors,31650.9
11106,36,Male,USA,Bachelors,57417.97
11107,32,Female,USA,Bachelors,35357.37
11108,66,Female,Australia,High School,45817.91
11109,41,Female,Australia,Bachelors,45105.07
11110,40,Female,USA,Bachelors,132879.59
11111,51,Male,Canada,High School,28112.76
11112,31,Male,USA,Bachelors,30783.24
11113,31,Female,Australia,High School,65142.39
11114,45,Male,USA,High School,39052.69
11115,60,Male,India,Bachelors,31037.12
11116,37,Male,UK,Masters,32038.13
11117,37,Female,Canada,Masters,84696.53
11118,62,Male,UK,Bachelors,37365.07
11119,41,Female,India,High School,21671.94
11120,55,Male,Brazil,High School,71976.68
11121,42,Female,Brazil,Bachelors,16680.03
11122,46,Male,Canada,Masters,46458.4
11123,32,Male,Japan,Bachelors,89039.55
11124,45,Male,India,Bachelors,50059.66
11125,24,Female,Australia,Bachelors,46765.83
11126,58,Male,Japan,High School,45793.21
11127,26,Female,Germany,Masters,50553.6
11128,57,Female,India,High School,37643.81
11129,36,Female,Germany,Bachelors,115304.94
11130,34,Female,UK,PhD,112652.49
11131,67,Male,Germany,Bachelors,21065.46
11132,32,Male,Brazil,Bachelors,41809.91
11133,35,Male,Japan,High School,44480.9
11134,37,Female,UK,Bachelors,73702.96
11135,50,Male,Canada,Bachelors,64027.45
11136,56,Female,Australia,Bachelors,52046.59
11137,29,Female,Australia,Bachelors,54395.53
11138,38,Female,India,Bachelors,36318.63
11139,45,Male,Germany,High School,22945.13
11140,23,Female,Brazil,High School,43336.36
11141,34,Female,Brazil,High School,49970.78
11142,62,Male,UK,PhD,28368.28
11143,54,Male,Canada,High School,31425.4
11144,52,Male,Germany,Bachelors,49352.13
11145,34,Male,UK,Bachelors,99168.8
11146,33,Male,Brazil,Bachelors,62854.55
11147,34,Female,Brazil,Bachelors,28880.63
11148,61,Male,UK,Masters,70899.07
11149,67,Male,India,Bachelors,81049.67
11150,63,Male,Germany,Bachelors,35611.68
11151,28,Male,India,Bachelors,73602.12
11152,30,Male,USA,Bachelors,69296.71
11153,54,Female,Japan,High School,23496.89
11154,29,Female,Brazil,Bachelors,21587.35
11155,33,Female,UK,Bachelors,39108.84
11156,61,Female,UK,Bachelors,51472.2
11157,26,Female,Germany,High School,41965.44
11158,23,Female,Canada,Bachelors,51955.5
11159,50,Male,Germany,Bachelors,53559.37
11160,37,Male,Canada,Bachelors,38298.75
11161,39,Non-Binary,Australia,Masters,57801.6
11162,72,Male,UK,Bachelors,21975.48
11163,59,Male,Canada,Bachelors,90748.82
11164,39,Male,India,Bachelors,30691.39
11165,35,Male,Brazil,High School,59147.15
11166,48,Male,Canada,Bachelors,77543.34
11167,79,Female,UK,Bachelors,29304.88
11168,48,Male,UK,Bachelors,133330.85
11169,35,Female,Brazil,High School,44818.67
11170,54,Female,USA,High School,128908.55
11171,35,Female,Canada,Bachelors,26808.88
11172,35,Male,Canada,Bachelors,21634.99
11173,78,Male,Australia,High School,23513.21
11174,24,Female,Japan,Bachelors,76496.87
11175,33,Female,Canada,Masters,60871.78
11176,63,Female,UK,Bachelors,31046.38
11177,48,Male,Canada,High School,26359.11
11178,58,Male,India,Bachelors,47392.09
11179,31,Male,Canada,Bachelors,35252.69
11180,37,Male,Brazil,Bachelors,49867.59
11181,55,Female,Brazil,High School,24419.22
11182,55,Female,UK,Bachelors,31288.54
11183,35,Male,Brazil,High School,27249.16
11184,30,Male,USA,Masters,67224.16
11185,39,Male,Japan,PhD,39609.78
11186,49,Female,Japan,Masters,125073.1
11187,36,Female,Australia,Bachelors,64010.68
11188,23,Female,USA,Bachelors,58032.9
11189,41,Female,Germany,High School,59824.42
11190,30,Male,India,Bachelors,88758.1
11191,46,Female,Canada,Masters,29728.46
11192,51,Female,Japan,Bachelors,110262.86
11193,68,Female,India,Bachelors,70404.25
11194,29,Female,Japan,Bachelors,48636.96
11195,56,Male,Japan,Bachelors,62381.36
11196,37,Female,Canada,Bachelors,49144.48
11197,45,Male,Canada,High School,15835.39
11198,33,Female,Japan,Bachelors,55668.95
11199,26,Male,India,Bachelors,56427.32
11200,50,Male,USA,Bachelors,14908.79
11201,37,Female,Germany,Masters,47352.11
11202,39,Male,Australia,PhD,61562.57
11203,25,Male,Australia,Masters,29384.94
11204,68,Male,India,Masters,26134.0
11205,59,Male,Brazil,Bachelors,32322.53
11206,63,Female,Australia,Bachelors,31464.81
11207,54,Female,Australia,Bachelors,39353.13
11208,29,Female,USA,High School,70574.15
11209,50,Female,Brazil,High School,46532.2
11210,50,Male,Canada,High School,38507.44
11211,34,Female,Brazil,PhD,75920.71
11212,68,Female,Brazil,High School,177124.11
11213,69,Female,India,Bachelors,33746.71
11214,54,Male,Japan,Masters,37490.75
11215,27,Male,Canada,Bachelors,29120.21
11216,62,Female,USA,Bachelors,53925.23
11217,38,Male,Australia,Masters,69093.57
11218,27,Male,Brazil,Bachelors,72088.55
11219,32,Female,UK,Bachelors,19777.6
11220,58,Female,Australia,Bachelors,43969.94
11221,42,Female,Japan,High School,67106.89
11222,53,Female,Canada,Bachelors,28646.19
11223,38,Non-Binary,UK,PhD,52159.68
11224,51,Non-Binary,Japan,Bachelors,50681.33
11225,52,Male,Japan,High School,23725.91
11226,63,Male,Germany,Bachelors,35084.6
11227,52,Male,UK,High School,67817.25
11228,49,Male,India,Bachelors,96217.19
11229,61,Female,India,Bachelors,32601.23
11230,28,Female,Australia,Bachelors,45015.03
11231,33,Male,UK,Bachelors,34653.28
11232,58,Female,Brazil,Masters,58564.81
11233,49,Male,India,High School,19849.45
11234,66,Male,Brazil,Bachelors,136401.72
11235,31,Male,Japan,Bachelors,30442.76
11236,53,Female,UK,Bachelors,65123.79
11237,59,Female,Brazil,High School,91792.44
11238,59,Female,Canada,PhD,74328.55
11239,47,Male,Brazil,Masters,33821.5
11240,31,Male,Germany,Masters,49428.69
11241,44,Male,USA,High School,80111.77
11242,44,Male,Brazil,Bachelors,196944.03
11243,37,Female,Canada,Bachelors,56727.78
11244,23,Male,Canada,PhD,54817.27
11245,37,Male,Japan,High School,34892.33
11246,66,Male,India,Masters,33378.82
11247,48,Male,Canada,Bachelors,57238.63
11248,43,Male,UK,Bachelors,72945.52
11249,73,Male,Germany,High School,23371.46
11250,25,Female,Australia,Masters,64822.26
11251,58,Male,India,Bachelors,93630.93
11252,27,Female,UK,Bachelors,107298.51
11253,58,Male,Australia,Bachelors,98606.89
11254,47,Female,UK,Bachelors,63811.51
11255,58,Female,Japan,Bachelors,49700.9
11256,28,Male,Germany,High School,62133.26
11257,47,Female,UK,Bachelors,38727.53
11258,34,Female,Canada,Bachelors,43622.24
11259,27,Male,Canada,Masters,78299.93
11260,42,Female,Japan,Bachelors,48728.59
11261,51,Female,India,Bachelors,150139.18
11262,54,Female,Australia,High School,52140.67
11263,47,Female,Canada,High School,42976.93
11264,37,Male,Brazil,Bachelors,43365.87
11265,67,Male,India,Bachelors,48065.15
11266,19,Female,Japan,High School,99082.82
11267,23,Male,Brazil,High School,22350.8
11268,35,Male,Australia,Masters,32303.6
11269,27,Female,India,Bachelors,87559.65
11270,67,Male,Germany,High School,43127.06
11271,39,Male,Germany,High School,35312.79
11272,30,Male,Japan,High School,30729.94
11273,29,Male,Australia,Masters,34072.43
11274,41,Female,Germany,High School,48117.94
11275,51,Male,Japan,Bachelors,44042.33
11276,28,Male,UK,Bachelors,42203.72
11277,20,Male,Germany,Bachelors,66005.53
11278,29,Female,Canada,Bachelors,31307.56
11279,52,Female,Japan,High School,124473.02
11280,52,Female,UK,High School,111331.96
11281,29,Male,Japan,High School,41571.82
11282,27,Male,Japan,Bachelors,32343.76
11283,25,Male,USA,Bachelors,37230.42
11284,36,Male,Australia,Masters,60045.58
11285,34,Male,India,Bachelors,32282.49
11286,36,Male,USA,Bachelors,64007.41
11287,37,Female,Australia,High School,30873.52
11288,27,Male,India,High School,68689.06
11289,40,Male,Australia,Bachelors,44685.48
11290,44,Male,UK,High School,51945.29
11291,64,Female,Australia,Masters,41926.41
11292,67,Male,Japan,Bachelors,33070.79
11293,74,Male,USA,Masters,93072.93
11294,38,Female,India,High School,69509.39
11295,57,Male,Germany,High School,53088.59
11296,69,Female,Germany,Bachelors,21541.95
11297,45,Male,USA,Bachelors,29868.48
11298,70,Male,UK,Bachelors,98432.84
11299,33,Female,India,High School,35193.67
11300,37,Male,Germany,Bachelors,40040.26
11301,36,Male,USA,Masters,221923.58
11302,56,Female,India,Bachelors,28088.98
11303,47,Male,Brazil,High School,30513.67
11304,58,Female,UK,Bachelors,69439.9
