thumb_ext,index_ext,middle_ext,ring_ext,pinky_ext,gesture_id
0.062,0.931,0.958,0.096,0.083,2
0.103,0.98,0.884,0.131,0.06,2
0.112,0.877,0.925,0.139,0.121,2
0.199,0.976,0.895,0.087,0.069,2
0.217,0.89,0.995,0.136,0.173,2
0.13,0.986,1.0,0.075,0.039,2
0.056,0.986,0.856,0.085,0.117,2
0.159,0.971,0.961,0.151,0.062,2
0.116,0.911,0.992,0.136,0.118,2
0.209,0.891,1.0,0.161,0.129,2
0.239,0.867,0.924,0.071,0.129,2
0.097,0.988,1.0,0.128,0.111,2
0.101,0.908,1.0,0.131,0.098,2
0.129,0.849,0.896,0.176,0.049,2
0.159,1.0,0.887,0.107,0.138,2
0.151,1.0,0.867,0.142,0.093,2
0.189,0.972,0.913,0.109,0.026,2
0.18,0.965,0.982,0.142,0.115,2
0.157,0.906,0.914,0.147,0.157,2
0.138,0.952,0.905,0.147,0.127,2
0.247,0.906,0.931,0.109,0.126,2
0.139,0.906,0.994,0.129,0.063,2
0.218,1.0,0.957,0.103,0.122,2
0.107,0.952,0.842,0.135,0.038,2
0.225,0.933,0.939,0.075,0.088,2
0.221,0.826,1.0,0.114,0.052,2
0.096,1.0,0.903,0.054,0.145,2
0.167,0.903,0.961,0.059,0.144,2
0.203,0.977,0.968,0.17,0.1,2
0.091,0.972,1.0,0.059,0.086,2
0.171,0.947,0.901,0.145,0.193,2
0.16,0.905,0.873,0.11,0.144,2
0.174,0.95,0.921,0.056,0.133,2
0.196,0.873,1.0,0.123,0.156,2
0.083,0.882,0.943,0.12,0.172,2
0.185,0.938,0.899,0.149,0.061,2
0.231,0.936,1.0,0.127,0.095,2
0.124,0.933,0.971,0.103,0.076,2
0.142,0.954,0.844,0.118,0.061,2
0.092,0.866,0.86,0.046,0.072,2
0.248,0.924,0.959,0.116,0.105,2
0.146,0.89,1.0,0.172,0.033,2
0.099,0.936,0.902,0.12,0.071,2
0.258,1.0,0.961,0.141,0.144,2
0.122,0.909,0.954,0.134,0.106,2
0.071,0.91,0.946,0.097,0.179,2
0.081,0.975,1.0,0.191,0.084,2
0.175,0.978,0.96,0.096,0.117,2
0.023,0.984,0.956,0.091,0.182,2
0.116,0.93,1.0,0.067,0.078,2
0.143,0.992,0.96,0.048,0.079,2
0.12,0.946,0.971,0.117,0.029,2
0.203,0.963,1.0,0.118,0.144,2
0.173,1.0,0.976,0.096,0.191,2
0.194,0.979,0.886,0.048,0.112,2
0.157,0.919,0.957,0.164,0.128,2
0.093,0.944,0.91,0.084,0.083,2
0.126,0.887,0.944,0.078,0.0,2
0.253,1.0,0.931,0.101,0.053,2
0.235,1.0,0.958,0.141,0.107,2
0.083,0.929,0.957,0.082,0.091,2
0.145,0.946,0.953,0.058,0.071,2
0.086,0.999,0.845,0.146,0.155,2
0.135,0.82,0.932,0.097,0.06,2
0.124,1.0,0.983,0.063,0.036,2
0.134,0.939,0.975,0.079,0.12,2
0.247,0.991,0.948,0.093,0.086,2
0.209,0.919,0.952,0.102,0.08,2
0.081,0.966,0.947,0.12,0.079,2
0.211,0.906,1.0,0.03,0.117,2
0.174,0.91,0.971,0.151,0.011,2
0.175,0.825,0.902,0.165,0.077,2
0.091,0.94,1.0,0.027,0.058,2
0.225,1.0,0.945,0.05,0.184,2
0.23,0.984,0.909,0.098,0.094,2
0.167,1.0,0.994,0.057,0.155,2
0.166,0.984,1.0,0.056,0.099,2
0.123,0.872,0.967,0.2,0.026,2
0.148,0.982,0.956,0.095,0.048,2
0.162,0.912,0.841,0.148,0.138,2
0.153,0.961,1.0,0.109,0.136,2
0.135,1.0,0.966,0.108,0.049,2
0.164,0.908,0.918,0.067,0.057,2
0.256,1.0,1.0,0.051,0.103,2
0.085,0.915,0.904,0.15,0.084,2
0.203,0.98,1.0,0.041,0.15,2
0.207,0.901,1.0,0.113,0.091,2
0.109,0.914,1.0,0.1,0.131,2
0.11,0.911,1.0,0.046,0.083,2
0.152,0.956,0.941,0.116,0.128,2
0.187,0.901,0.936,0.148,0.136,2
0.081,0.968,0.851,0.102,0.176,2
0.103,0.908,0.988,0.038,0.075,2
0.18,0.918,0.938,0.13,0.117,2
0.163,0.933,0.969,0.095,0.118,2
0.125,0.941,0.901,0.099,0.068,2
0.094,0.963,0.961,0.131,0.083,2
0.17,0.978,0.972,0.067,0.106,2
0.168,0.95,0.846,0.106,0.189,2
0.132,0.914,0.969,0.112,0.148,2
0.087,0.987,0.98,0.094,0.114,2
0.201,0.994,0.893,0.133,0.097,2
0.154,0.954,0.942,0.148,0.097,2
0.094,0.93,0.959,0.149,0.124,2
0.107,1.0,0.963,0.151,0.094,2
0.177,0.992,1.0,0.142,0.135,2
0.134,0.921,0.967,0.137,0.091,2
0.203,1.0,0.904,0.067,0.094,2
0.165,0.924,1.0,0.117,0.102,2
0.078,0.884,0.964,0.015,0.141,2
0.142,1.0,1.0,0.093,0.096,2
0.2,1.0,0.868,0.029,0.075,2
0.179,0.975,1.0,0.052,0.007,2
0.193,0.909,0.849,0.106,0.132,2
0.144,0.927,0.942,0.085,0.046,2
0.114,0.976,0.966,0.107,0.06,2
0.141,0.841,0.959,0.157,0.041,2
0.921,0.113,0.15,0.082,0.072,3
0.852,0.104,0.182,0.111,0.099,3
0.966,0.1,0.067,0.133,0.109,3
0.951,0.061,0.152,0.127,0.078,3
1.0,0.08,0.069,0.07,0.029,3
0.974,0.027,0.051,0.017,0.097,3
0.942,0.087,0.058,0.053,0.119,3
0.922,0.113,0.065,0.107,0.152,3
0.979,0.084,0.11,0.09,0.1,3
0.934,0.093,0.108,0.06,0.059,3
0.881,0.036,0.051,0.106,0.064,3
0.976,0.101,0.021,0.126,0.132,3
0.9,0.117,0.066,0.104,0.049,3
0.86,0.085,0.095,0.084,0.053,3
0.93,0.111,0.098,0.107,0.073,3
1.0,0.053,0.12,0.147,0.119,3
0.94,0.079,0.141,0.043,0.061,3
0.93,0.15,0.115,0.061,0.088,3
0.919,0.072,0.139,0.045,0.164,3
0.991,0.144,0.081,0.094,0.043,3
0.924,0.12,0.152,0.056,0.085,3
0.942,0.044,0.124,0.071,0.092,3
0.927,0.068,0.1,0.091,0.085,3
0.914,0.113,0.166,0.106,0.14,3
0.88,0.106,0.056,0.041,0.07,3
1.0,0.138,0.11,0.039,0.092,3
0.965,0.107,0.026,0.064,0.097,3
0.977,0.012,0.094,0.106,0.134,3
0.985,0.123,0.068,0.024,0.084,3
1.0,0.156,0.128,0.117,0.115,3
0.922,0.095,0.167,0.062,0.165,3
0.934,0.153,0.044,0.123,0.071,3
0.879,0.109,0.14,0.066,0.04,3
0.945,0.097,0.122,0.138,0.098,3
1.0,0.109,0.086,0.036,0.089,3
0.933,0.138,0.118,0.053,0.107,3
0.984,0.161,0.136,0.13,0.102,3
0.969,0.15,0.047,0.086,0.069,3
0.969,0.149,0.076,0.004,0.084,3
0.996,0.122,0.117,0.089,0.049,3
0.976,0.067,0.187,0.123,0.077,3
0.919,0.096,0.09,0.145,0.107,3
0.913,0.176,0.102,0.131,0.076,3
0.968,0.112,0.024,0.181,0.152,3
0.93,0.056,0.114,0.103,0.114,3
0.96,0.12,0.158,0.123,0.058,3
1.0,0.166,0.226,0.055,0.11,3
0.846,0.122,0.078,0.177,0.069,3
0.866,0.081,0.021,0.13,0.017,3
0.951,0.017,0.087,0.166,0.114,3
0.907,0.099,0.101,0.119,0.045,3
0.98,0.0,0.075,0.08,0.125,3
0.951,0.044,0.061,0.108,0.097,3
0.921,0.081,0.128,0.079,0.096,3
1.0,0.043,0.026,0.131,0.073,3
0.934,0.069,0.09,0.164,0.132,3
0.993,0.043,0.054,0.0,0.068,3
0.998,0.121,0.091,0.099,0.072,3
0.96,0.131,0.035,0.112,0.137,3
0.929,0.128,0.213,0.096,0.116,3
0.913,0.107,0.118,0.108,0.059,3
0.96,0.158,0.118,0.138,0.091,3
0.987,0.111,0.062,0.113,0.06,3
0.918,0.108,0.112,0.052,0.142,3
0.979,0.072,0.038,0.094,0.082,3
0.956,0.085,0.02,0.084,0.088,3
0.982,0.072,0.167,0.024,0.152,3
0.939,0.134,0.103,0.146,0.085,3
0.895,0.157,0.095,0.109,0.149,3
0.898,0.124,0.076,0.095,0.103,3
0.875,0.069,0.154,0.135,0.097,3
0.962,0.088,0.154,0.092,0.109,3
1.0,0.069,0.162,0.039,0.165,3
0.931,0.09,0.024,0.082,0.058,3
0.92,0.095,0.138,0.108,0.112,3
0.895,0.065,0.172,0.071,0.166,3
0.938,0.1,0.143,0.151,0.096,3
0.931,0.098,0.114,0.136,0.1,3
0.981,0.166,0.115,0.112,0.039,3
0.818,0.116,0.096,0.079,0.11,3
0.947,0.145,0.103,0.07,0.14,3
0.939,0.121,0.081,0.074,0.103,3
0.951,0.119,0.089,0.027,0.083,3
0.99,0.088,0.09,0.139,0.072,3
0.873,0.094,0.081,0.061,0.093,3
0.975,0.1,0.112,0.173,0.086,3
0.964,0.08,0.066,0.077,0.081,3
0.968,0.194,0.071,0.083,0.097,3
0.97,0.111,0.151,0.003,0.005,3
0.925,0.144,0.037,0.0,0.123,3
0.962,0.056,0.061,0.061,0.104,3
0.919,0.12,0.0,0.066,0.055,3
0.937,0.078,0.132,0.026,0.102,3
0.978,0.174,0.081,0.113,0.028,3
0.83,0.134,0.1,0.147,0.045,3
0.976,0.175,0.117,0.111,0.1,3
0.871,0.154,0.076,0.12,0.037,3
0.891,0.157,0.086,0.158,0.097,3
0.858,0.136,0.076,0.128,0.101,3
0.873,0.107,0.188,0.12,0.098,3
1.0,0.108,0.108,0.056,0.109,3
1.0,0.067,0.157,0.096,0.064,3
1.0,0.089,0.13,0.088,0.098,3
0.975,0.112,0.02,0.055,0.137,3
0.943,0.079,0.046,0.057,0.019,3
0.945,0.076,0.061,0.097,0.115,3
1.0,0.04,0.146,0.139,0.069,3
0.96,0.082,0.107,0.16,0.124,3
0.975,0.083,0.041,0.092,0.148,3
0.874,0.058,0.105,0.061,0.068,3
0.929,0.045,0.061,0.128,0.048,3
0.87,0.075,0.129,0.092,0.081,3
0.952,0.03,0.12,0.115,0.084,3
1.0,0.055,0.145,0.106,0.087,3
0.949,0.096,0.149,0.057,0.069,3
1.0,0.076,0.136,0.168,0.084,3
0.984,0.054,0.13,0.108,0.119,3
0.918,0.034,0.12,0.017,0.087,3
0.997,0.108,0.178,0.141,0.074,3
0.951,0.098,0.037,0.062,0.078,3
0.848,0.102,0.09,0.033,0.116,3
0.986,0.109,0.087,0.124,0.127,3
0.965,0.067,0.111,0.148,0.076,3
1.0,0.079,0.101,0.073,0.109,3
0.863,0.078,0.056,0.105,0.14,3
0.982,0.005,0.182,0.112,0.069,3
0.958,0.107,0.073,0.108,0.076,3
0.93,0.073,0.043,0.106,0.123,3
0.976,0.133,0.113,0.079,0.134,3
0.882,0.064,0.061,0.143,0.138,3
0.974,0.143,0.065,0.114,0.095,3
0.992,0.095,0.085,0.122,0.135,3
0.917,0.098,0.058,0.0,0.108,3
0.98,0.11,0.022,0.086,0.011,3
1.0,0.057,0.15,0.138,0.064,3
0.893,0.114,0.066,0.104,0.081,3
0.861,0.011,0.109,0.078,0.078,3
0.985,0.147,0.089,0.086,0.12,3
0.882,0.109,0.122,0.127,0.023,3
0.912,0.065,0.104,0.119,0.16,3
0.925,0.08,0.146,0.112,0.151,3
0.964,0.054,0.047,0.038,0.126,3
1.0,0.174,0.134,0.147,0.077,3
0.892,0.134,0.117,0.104,0.115,3
0.966,0.151,0.152,0.122,0.134,3
0.976,0.082,0.13,0.044,0.142,3
0.89,0.111,0.066,0.122,0.099,3
0.87,0.117,0.077,0.135,0.1,3
0.97,0.062,0.076,0.082,0.134,3
1.0,0.068,0.143,0.013,0.052,3
0.902,0.046,0.037,0.117,0.091,3
0.969,0.128,0.111,0.126,0.097,3
0.891,0.142,0.076,0.063,0.093,3
0.904,0.083,0.114,0.114,0.064,3
0.926,0.143,0.12,0.183,0.147,3
1.0,0.044,0.131,0.098,0.078,3
0.958,0.138,0.12,0.065,0.13,3
0.918,0.109,0.088,0.091,0.131,3
0.898,0.178,0.027,0.076,0.115,3
0.979,0.096,0.098,0.116,0.091,3
1.0,0.134,0.135,0.061,0.097,3
0.935,0.06,0.114,0.078,0.126,3
0.896,0.169,0.064,0.109,0.132,3
0.921,0.134,0.051,0.158,0.101,3
0.92,0.088,0.132,0.077,0.07,3
0.939,0.053,0.173,0.077,0.133,3
0.96,0.061,0.1,0.131,0.092,3
1.0,0.141,0.137,0.082,0.057,3
0.919,0.108,0.122,0.013,0.1,3
0.958,0.089,0.152,0.117,0.152,3
0.939,0.137,0.165,0.152,0.056,3
0.937,0.086,0.12,0.127,0.066,3
0.953,0.019,0.158,0.08,0.102,3
0.935,0.146,0.0,0.099,0.096,3
0.927,0.169,0.065,0.131,0.114,3
1.0,0.073,0.071,0.144,0.117,3
0.873,0.078,0.115,0.134,0.073,3
0.804,0.121,0.051,0.019,0.0,3
0.991,0.105,0.091,0.156,0.125,3
1.0,0.044,0.099,0.035,0.091,3
0.938,0.125,0.102,0.125,0.128,3
1.0,0.087,0.062,0.11,0.068,3
1.0,0.089,0.077,0.081,0.129,3
0.942,0.074,0.167,0.066,0.101,3
0.983,0.035,0.119,0.058,0.133,3
0.902,0.128,0.144,0.134,0.11,3
0.938,0.077,0.159,0.072,0.059,3
0.983,0.068,0.062,0.042,0.081,3
0.946,0.11,0.138,0.121,0.092,3
0.94,0.12,0.151,0.105,0.081,3
0.9,0.042,0.127,0.123,0.123,3
0.944,0.156,0.081,0.138,0.098,3
0.92,0.124,0.116,0.114,0.103,3
0.948,0.196,0.147,0.129,0.104,3
1.0,0.121,0.101,0.088,0.097,3
0.791,0.108,0.08,0.164,0.101,3
0.891,0.098,0.058,0.119,0.112,3
0.998,0.068,0.101,0.045,0.128,3
0.976,0.12,0.1,0.117,0.164,3
0.936,0.106,0.057,0.065,0.104,3
1.0,0.09,0.091,0.084,0.079,3
0.965,0.04,0.151,0.073,0.129,3
0.887,0.127,0.127,0.115,0.06,3
0.962,0.053,0.09,0.141,0.132,3
0.951,0.061,0.126,0.101,0.007,3
0.989,0.099,0.148,0.056,0.0,3
0.964,0.112,0.032,0.061,0.21,3
0.935,0.129,0.074,0.016,0.093,3
0.937,0.084,0.095,0.111,0.094,3
0.887,0.119,0.022,0.018,0.13,3
0.975,0.098,0.044,0.072,0.089,3
0.87,0.07,0.126,0.157,0.083,3
0.988,0.023,0.126,0.068,0.112,3
0.938,0.153,0.065,0.125,0.089,3
0.942,0.093,0.066,0.099,0.097,3
0.962,0.103,0.132,0.137,0.058,3
0.993,0.053,0.124,0.125,0.024,3
0.955,0.081,0.07,0.154,0.074,3
0.91,0.103,0.127,0.094,0.147,3
0.977,0.013,0.079,0.078,0.119,3
0.819,0.202,0.121,0.106,0.147,3
1.0,0.135,0.138,0.105,0.094,3
0.926,0.067,0.073,0.046,0.097,3
0.866,0.108,0.099,0.106,0.079,3
1.0,0.154,0.05,0.109,0.076,3
0.899,0.046,0.117,0.073,0.139,3
1.0,0.155,0.066,0.119,0.125,3
0.926,0.069,0.164,0.109,0.125,3
0.909,0.051,0.077,0.095,0.057,3
0.95,0.032,0.055,0.127,0.124,3
0.93,0.059,0.059,0.085,0.126,3
0.996,0.08,0.054,0.111,0.067,3
0.924,0.153,0.133,0.106,0.049,3
0.961,0.143,0.085,0.154,0.152,3
1.0,0.112,0.123,0.157,0.118,3
0.925,0.082,0.11,0.048,0.094,3
1.0,0.012,0.161,0.145,0.082,3
0.977,0.1,0.149,0.139,0.044,3
0.979,0.092,0.103,0.071,0.17,3
1.0,0.07,0.047,0.085,0.117,3
0.962,0.15,0.132,0.139,0.113,3
0.881,0.092,0.142,0.098,0.12,3
0.934,0.059,0.095,0.112,0.074,3
0.938,0.062,0.145,0.088,0.158,3
1.0,0.097,0.06,0.017,0.041,3
0.881,0.155,0.105,0.116,0.011,3
0.89,0.135,0.111,0.094,0.123,3
1.0,0.091,0.103,0.108,0.196,3
0.845,0.127,0.095,0.123,0.074,3
0.948,0.128,0.225,0.132,0.066,3
0.179,0.177,0.81,0.883,0.937,4
0.136,0.252,0.924,0.863,0.893,4
0.28,0.237,0.9,0.888,0.904,4
0.174,0.095,1.0,0.908,0.92,4
0.197,0.163,0.891,0.82,1.0,4
0.138,0.148,0.878,0.964,0.901,4
0.138,0.263,0.937,0.927,0.936,4
0.32,0.309,0.866,0.981,0.919,4
0.225,0.115,0.891,0.859,0.941,4
0.254,0.096,0.899,0.956,0.891,4
0.236,0.218,0.917,0.886,0.839,4
0.144,0.235,0.901,0.893,0.879,4
0.185,0.252,0.883,0.833,0.937,4
0.19,0.202,0.98,0.899,0.914,4
0.141,0.189,0.93,0.822,0.91,4
0.205,0.202,0.952,0.917,0.974,4
0.15,0.207,0.904,0.847,0.948,4
0.316,0.199,0.925,0.904,0.864,4
0.109,0.165,0.83,0.985,0.894,4
0.183,0.244,0.844,0.862,0.903,4
0.251,0.225,0.912,0.904,0.92,4
0.21,0.149,0.902,0.846,0.904,4
0.176,0.327,0.898,0.83,0.893,4
0.226,0.284,0.871,0.821,0.941,4
0.131,0.178,0.887,0.897,0.934,4
0.166,0.186,0.899,0.907,0.905,4
0.222,0.242,0.92,0.923,0.821,4
0.203,0.224,0.936,0.865,0.867,4
0.171,0.227,0.952,0.88,0.945,4
0.206,0.194,0.889,0.937,0.916,4
0.314,0.157,0.926,0.874,0.857,4
0.199,0.207,1.0,0.891,0.843,4
0.214,0.096,0.895,0.901,0.94,4
0.249,0.175,0.892,0.862,0.844,4
0.215,0.136,0.879,0.85,0.927,4
0.29,0.135,0.807,0.894,0.901,4
0.211,0.178,0.89,0.918,0.952,4
0.102,0.182,0.911,0.854,0.987,4
0.168,0.198,0.928,0.87,0.808,4
0.179,0.251,0.883,0.858,0.946,4
0.183,0.174,0.907,0.939,1.0,4
0.241,0.258,0.875,0.849,0.903,4
0.205,0.146,0.891,0.92,0.918,4
0.225,0.215,0.875,0.874,0.84,4
0.289,0.201,0.889,0.854,1.0,4
0.146,0.179,0.921,0.93,0.948,4
0.29,0.225,0.847,0.887,0.915,4
0.303,0.13,0.96,0.909,0.942,4
0.195,0.158,0.938,0.933,0.949,4
0.199,0.17,0.822,0.941,0.921,4
0.152,0.173,0.877,0.826,0.859,4
0.143,0.179,0.863,0.819,1.0,4
0.263,0.161,0.914,0.921,0.96,4
0.159,0.255,0.873,0.833,0.936,4
0.265,0.329,0.84,0.935,0.88,4
0.239,0.126,0.837,0.861,0.904,4
0.168,0.233,0.951,0.93,0.981,4
0.221,0.139,0.968,0.87,0.946,4
0.279,0.223,0.825,0.854,0.966,4
0.192,0.204,0.938,0.935,0.914,4
0.19,0.184,0.943,0.928,0.887,4
0.254,0.194,0.857,0.862,0.851,4
0.186,0.262,0.86,0.909,0.867,4
0.187,0.124,0.889,0.89,0.927,4
0.211,0.14,0.954,0.911,0.91,4
0.2,0.174,0.911,0.924,0.813,4
0.173,0.187,0.913,0.96,0.861,4
0.175,0.174,0.86,0.883,0.939,4
0.147,0.221,0.815,0.872,0.884,4
0.284,0.186,0.79,0.8,0.902,4
0.231,0.219,0.908,0.958,0.873,4
0.245,0.118,0.855,0.81,0.886,4
0.198,0.206,0.903,0.854,0.89,4
0.125,0.268,0.885,0.876,0.979,4
0.138,0.144,0.845,0.897,0.922,4
0.237,0.329,0.788,0.93,0.872,4
0.171,0.169,0.855,0.984,0.942,4
0.201,0.268,0.824,0.833,0.791,4
0.165,0.208,0.905,0.907,0.829,4
0.24,0.212,0.937,0.805,0.916,4
0.141,0.18,0.927,0.905,0.857,4
0.2,0.123,0.958,0.89,0.956,4
0.174,0.174,0.862,0.944,0.865,4
0.232,0.181,0.801,0.871,0.841,4
0.202,0.14,0.946,0.895,0.891,4
0.233,0.248,0.899,0.861,0.811,4
0.166,0.169,0.905,0.883,0.934,4
0.169,0.197,0.959,0.917,0.897,4
0.17,0.168,0.857,0.873,0.938,4
0.189,0.133,0.988,0.916,0.83,4
0.178,0.206,0.985,0.845,0.949,4
0.27,0.169,0.886,0.848,0.89,4
0.198,0.233,0.955,0.863,0.802,4
0.199,0.215,0.912,0.884,0.906,4
0.276,0.219,0.881,0.875,0.892,4
0.282,0.191,0.899,0.876,0.955,4
0.298,0.223,0.904,0.902,0.781,4
0.237,0.207,0.921,0.864,0.881,4
0.179,0.251,0.881,1.0,0.922,4
0.136,0.194,0.867,0.79,0.98,4
0.235,0.227,0.908,0.831,0.876,4
0.242,0.147,0.773,0.889,0.893,4
0.207,0.236,0.932,0.913,0.96,4
0.124,0.225,0.931,0.838,0.825,4
0.163,0.167,0.938,0.869,0.857,4
0.169,0.256,0.901,0.891,0.894,4
0.265,0.163,0.966,0.911,0.892,4
0.325,0.147,0.882,0.838,0.948,4
0.284,0.283,0.961,0.89,0.882,4
0.116,0.302,0.923,0.875,0.966,4
0.151,0.22,0.891,0.932,0.897,4
0.127,0.204,0.952,0.899,0.939,4
0.148,0.199,0.869,0.937,0.902,4
0.235,0.254,0.935,0.914,0.85,4
0.2,0.173,0.883,0.881,0.851,4
0.102,0.167,0.91,0.833,0.901,4
0.295,0.251,0.982,0.92,0.958,4
0.164,0.168,0.763,0.959,0.977,4
0.172,0.187,0.862,0.919,0.956,4
0.113,0.22,0.886,0.906,0.923,4
0.191,0.195,0.889,0.949,0.921,4
0.211,0.136,0.881,0.945,0.902,4
0.233,0.288,0.952,0.905,0.874,4
0.072,0.192,0.884,0.92,0.892,4
0.184,0.111,0.853,0.924,0.986,4
0.195,0.216,0.948,0.859,0.918,4
0.163,0.243,0.908,0.915,0.861,4
0.235,0.304,0.85,0.883,0.912,4
0.239,0.172,0.758,0.968,0.938,4
0.113,0.17,0.978,0.972,0.947,4
0.191,0.204,0.893,0.956,0.856,4
0.16,0.251,0.898,0.969,0.866,4
0.197,0.154,0.9,0.826,0.876,4
0.128,0.235,0.936,0.813,0.967,4
0.325,0.202,0.868,1.0,0.834,4
0.201,0.209,0.967,0.918,0.875,4
0.152,0.183,0.85,0.902,0.872,4
0.125,0.263,0.875,0.837,0.892,4
0.203,0.113,0.917,0.848,0.986,4
0.226,0.18,0.863,0.895,0.931,4
0.199,0.189,0.903,0.87,0.883,4
0.096,0.249,0.915,0.861,0.995,4
0.204,0.148,0.943,0.92,0.92,4
0.179,0.223,0.887,0.928,0.805,4
0.178,0.286,0.862,0.87,0.878,4
0.139,0.09,0.888,0.907,0.897,4
0.193,0.202,0.951,0.89,0.871,4
0.186,0.229,0.971,0.869,0.905,4
0.217,0.15,0.901,0.827,0.812,4
0.218,0.181,0.91,0.899,0.851,4
0.198,0.138,0.97,0.832,0.89,4
0.148,0.229,0.883,0.874,0.943,4
0.201,0.226,0.851,0.83,0.905,4
0.184,0.231,0.896,0.91,0.819,4
0.294,0.192,0.935,0.858,0.915,4
0.135,0.223,0.882,0.901,0.935,4
0.138,0.166,0.923,1.0,0.893,4
0.23,0.195,0.997,0.813,0.905,4
0.119,0.075,0.915,0.907,0.886,4
0.195,0.355,0.887,0.926,0.868,4
0.215,0.188,0.879,0.991,0.959,4
0.207,0.085,0.882,1.0,0.888,4
0.255,0.272,0.911,0.858,0.778,4
0.234,0.159,0.909,0.838,0.887,4
0.202,0.213,0.844,0.96,0.87,4
0.116,0.195,0.902,0.908,0.968,4
0.188,0.194,0.845,0.941,0.909,4
0.179,0.105,0.972,0.839,0.87,4
0.218,0.14,0.825,0.794,0.936,4
0.173,0.346,0.85,0.854,0.872,4
0.212,0.176,0.931,0.851,0.831,4
0.11,0.089,0.874,0.885,0.868,4
0.262,0.261,0.883,0.81,0.872,4
0.17,0.167,0.865,0.867,0.881,4
0.168,0.21,0.918,0.854,0.964,4
0.151,0.119,0.919,0.859,0.916,4
0.08,0.27,0.934,0.825,0.826,4
0.284,0.163,0.858,0.787,0.882,4
0.189,0.236,0.83,0.824,0.923,4
0.25,0.121,0.954,0.902,0.955,4
0.196,0.074,0.892,0.953,0.855,4
0.181,0.191,0.755,0.984,0.855,4
0.225,0.196,0.963,0.92,0.888,4
0.155,0.24,0.806,0.932,0.845,4
0.263,0.208,0.932,0.904,0.812,4
0.157,0.234,0.908,0.959,0.92,4
0.152,0.16,0.905,0.784,0.984,4
0.222,0.261,0.821,0.962,1.0,4
0.134,0.239,0.9,0.823,0.925,4
0.242,0.17,0.958,0.817,0.825,4
0.207,0.201,0.864,0.94,0.927,4
0.243,0.194,0.93,0.878,1.0,4
0.159,0.305,0.902,0.831,0.968,4
0.206,0.243,0.961,0.917,0.87,4
0.249,0.2,0.934,0.792,0.922,4
0.168,0.283,0.931,0.912,0.924,4
0.15,0.281,1.0,0.92,0.98,4
0.172,0.16,0.902,0.922,0.88,4
0.227,0.215,0.85,0.926,0.943,4
0.209,0.258,0.839,0.923,0.841,4
0.144,0.168,0.853,0.873,0.889,4
0.242,0.184,0.821,0.957,0.858,4
0.197,0.222,0.91,0.955,0.924,4
0.157,0.309,0.91,0.893,0.948,4
0.212,0.22,1.0,0.886,0.884,4
0.206,0.254,0.825,0.802,0.871,4
0.118,0.179,0.925,0.855,0.829,4
0.203,0.243,0.815,0.941,0.941,4
0.248,0.261,1.0,0.882,0.905,4
0.179,0.2,0.977,0.833,0.857,4
0.269,0.251,0.882,0.943,0.917,4
0.275,0.204,0.951,1.0,0.93,4
0.202,0.236,0.882,1.0,0.909,4
0.186,0.158,0.955,0.943,0.875,4
0.229,0.125,0.909,0.923,0.985,4
0.161,0.136,0.855,0.833,0.967,4
0.277,0.216,0.961,0.907,0.895,4
0.183,0.184,0.823,0.913,0.898,4
0.237,0.205,0.892,0.856,0.904,4
0.237,0.143,0.904,0.912,0.864,4
0.171,0.212,0.843,0.917,0.855,4
0.253,0.317,0.857,0.927,0.864,4
0.252,0.137,0.924,0.856,0.89,4
0.148,0.241,0.858,0.928,0.883,4
0.194,0.207,0.862,0.911,0.977,4
0.161,0.259,0.975,0.859,0.827,4
0.215,0.173,0.993,0.902,0.86,4
0.143,0.254,0.871,0.902,0.948,4
0.176,0.198,0.899,0.934,0.93,4
0.189,0.203,0.881,0.826,0.913,4
0.295,0.156,0.861,0.856,0.936,4
0.222,0.192,0.854,0.905,0.822,4
0.207,0.244,0.837,0.823,0.979,4
0.169,0.257,0.892,0.892,0.922,4
0.156,0.207,0.881,0.834,0.917,4
0.187,0.192,0.839,0.98,0.944,4
0.248,0.185,0.814,0.998,0.897,4
0.163,0.221,0.958,0.899,0.964,4
0.254,0.146,0.866,0.948,0.764,4
0.193,0.128,0.876,0.885,0.882,4
0.172,0.145,1.0,0.993,0.842,4
0.279,0.18,0.906,0.897,0.867,4
0.249,0.206,0.876,0.835,0.855,4
0.118,0.201,0.84,0.887,0.969,4
0.26,0.198,0.896,0.994,0.926,4
0.184,0.129,0.92,0.941,0.868,4
0.215,0.182,0.891,0.776,0.889,4
0.248,0.168,0.903,0.862,0.918,4
0.189,0.153,0.967,0.946,0.87,4
0.225,0.227,0.932,0.815,0.95,4
