age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,deposit_subscribed
61,services,married,tertiary,no,5424,no,no,telephone,515,3,unknown,no
41,technician,married,secondary,no,10980,no,no,telephone,602,4,unknown,yes
54,services,single,tertiary,no,3363,no,no,cellular,328,6,unknown,no
29,entrepreneur,married,primary,no,13416,no,no,telephone,1026,3,unknown,no
21,entrepreneur,single,tertiary,no,3030,no,no,cellular,951,6,unknown,yes
53,management,married,primary,no,5252,no,no,cellular,1132,2,success,yes
38,self-employed,divorced,secondary,no,5743,no,no,cellular,373,6,failure,yes
58,entrepreneur,single,primary,no,3239,yes,no,telephone,839,3,other,no
41,self-employed,married,primary,no,-122,yes,no,telephone,193,2,unknown,no
22,self-employed,divorced,primary,no,6004,yes,no,cellular,567,5,unknown,no
42,management,single,primary,no,6760,no,yes,cellular,88,1,unknown,no
38,self-employed,married,tertiary,no,8487,yes,no,cellular,965,6,failure,no
45,management,married,secondary,no,12684,yes,no,telephone,562,2,unknown,yes
70,technician,married,secondary,no,-364,no,no,telephone,643,1,failure,no
56,services,single,tertiary,no,6245,no,no,cellular,364,6,failure,yes
42,services,married,primary,no,3424,yes,no,telephone,613,6,failure,no
44,services,single,primary,no,1308,no,no,telephone,1037,2,unknown,yes
52,admin.,single,primary,no,1548,no,no,cellular,214,2,unknown,no
44,management,married,secondary,no,12466,yes,yes,cellular,144,3,failure,yes
48,technician,single,secondary,no,13070,yes,no,cellular,818,4,unknown,no
30,self-employed,divorced,primary,no,2915,yes,no,telephone,691,2,unknown,yes
53,blue-collar,married,secondary,no,2755,yes,yes,cellular,261,2,unknown,no
28,management,divorced,primary,no,3482,yes,yes,telephone,347,3,failure,yes
49,blue-collar,divorced,tertiary,no,11944,no,yes,cellular,1128,1,unknown,yes
53,retired,married,tertiary,no,10792,yes,no,telephone,110,4,failure,no
52,self-employed,single,tertiary,no,5196,yes,no,cellular,171,5,unknown,no
34,retired,married,primary,no,7789,yes,no,cellular,775,5,unknown,no
60,entrepreneur,single,tertiary,no,12045,no,no,telephone,869,6,unknown,yes
60,blue-collar,single,primary,no,12,yes,no,cellular,95,5,unknown,no
49,management,single,secondary,no,11261,yes,no,cellular,1036,1,unknown,yes
41,entrepreneur,married,tertiary,no,9607,yes,yes,cellular,652,1,success,yes
24,blue-collar,divorced,primary,no,2604,yes,no,cellular,1173,6,unknown,no
67,retired,divorced,secondary,no,6497,no,no,cellular,1156,4,unknown,yes
52,self-employed,married,secondary,no,4819,no,no,telephone,692,5,unknown,yes
42,management,married,secondary,no,6005,yes,yes,telephone,63,5,unknown,no
18,management,single,primary,no,-145,no,no,telephone,1163,5,unknown,no
27,blue-collar,single,secondary,no,1767,yes,no,cellular,507,3,failure,yes
43,services,divorced,primary,no,12490,yes,no,cellular,645,1,failure,yes
23,admin.,married,secondary,no,6615,yes,no,cellular,53,6,failure,no
37,admin.,married,tertiary,no,4854,yes,no,cellular,834,4,failure,yes
23,services,married,secondary,no,1925,yes,yes,cellular,1152,4,unknown,yes
45,technician,single,secondary,no,7493,yes,no,cellular,526,1,unknown,no
61,blue-collar,single,tertiary,no,5484,yes,no,cellular,654,2,success,yes
69,self-employed,divorced,primary,no,14642,no,no,telephone,349,6,other,yes
21,services,divorced,primary,no,12937,yes,no,cellular,654,4,unknown,yes
65,services,single,tertiary,no,3737,yes,no,cellular,67,4,unknown,no
20,management,single,primary,no,12430,no,no,telephone,47,1,unknown,no
60,retired,single,primary,no,13973,no,no,telephone,1071,6,unknown,yes
56,blue-collar,single,primary,no,7003,no,no,cellular,536,5,unknown,no
65,technician,single,secondary,no,5322,no,no,telephone,156,6,unknown,no
70,admin.,divorced,secondary,no,5099,no,no,cellular,812,5,success,yes
58,services,married,primary,no,6487,no,no,telephone,949,5,unknown,yes
55,services,single,secondary,no,14223,yes,yes,cellular,1186,2,unknown,yes
64,blue-collar,single,secondary,no,1884,no,no,telephone,872,3,unknown,no
58,management,single,primary,no,2526,yes,no,telephone,1191,5,unknown,yes
61,admin.,married,primary,no,7308,yes,no,telephone,795,2,other,yes
26,technician,single,primary,no,12026,no,no,telephone,485,6,unknown,yes
31,blue-collar,single,secondary,no,7527,no,no,cellular,905,4,failure,yes
70,entrepreneur,divorced,secondary,no,14886,no,no,cellular,1096,1,unknown,no
20,services,divorced,tertiary,no,11545,yes,no,cellular,418,3,unknown,no
67,management,married,primary,no,9545,no,no,cellular,979,6,unknown,yes
25,technician,divorced,tertiary,no,5940,yes,no,cellular,959,5,other,no
47,blue-collar,married,secondary,no,14362,no,no,cellular,216,1,failure,no
23,entrepreneur,divorced,tertiary,no,2119,yes,no,cellular,716,5,other,no
28,technician,single,tertiary,no,4547,yes,no,telephone,621,6,unknown,no
30,admin.,divorced,secondary,yes,7653,no,no,cellular,1040,2,unknown,yes
47,entrepreneur,married,primary,no,-393,yes,no,cellular,130,2,unknown,no
20,technician,single,tertiary,no,9384,yes,no,cellular,253,4,success,yes
36,technician,married,tertiary,no,14761,yes,no,telephone,784,4,failure,no
53,blue-collar,married,secondary,no,10880,no,no,telephone,1104,2,unknown,yes
24,blue-collar,married,tertiary,no,14800,no,no,telephone,678,3,unknown,no
40,technician,divorced,tertiary,no,11446,no,no,cellular,506,6,unknown,yes
25,admin.,married,tertiary,no,11582,no,no,telephone,877,1,unknown,yes
58,services,single,tertiary,no,4114,yes,yes,telephone,1067,5,unknown,yes
61,retired,married,secondary,no,9592,no,no,cellular,706,3,other,yes
48,admin.,divorced,primary,no,9776,yes,no,telephone,977,4,other,yes
51,management,divorced,tertiary,no,8596,yes,no,telephone,754,1,success,yes
19,retired,married,tertiary,no,2219,no,no,cellular,661,6,other,no
35,entrepreneur,single,secondary,no,5588,yes,no,cellular,1105,3,unknown,yes
20,services,single,secondary,no,12591,yes,no,cellular,726,4,failure,yes
67,retired,single,primary,no,14868,yes,no,cellular,104,4,unknown,no
25,admin.,married,primary,no,9236,no,no,cellular,241,5,failure,no
19,management,divorced,primary,no,2654,yes,no,telephone,270,3,unknown,no
18,blue-collar,single,tertiary,no,4718,yes,no,telephone,531,2,unknown,no
39,self-employed,single,primary,no,14299,no,yes,cellular,206,4,unknown,no
55,self-employed,divorced,secondary,no,12892,yes,no,cellular,983,5,unknown,no
62,self-employed,single,secondary,no,10058,no,no,cellular,488,2,other,no
41,entrepreneur,single,tertiary,no,4912,no,no,telephone,1028,1,unknown,yes
48,self-employed,single,secondary,no,9403,no,no,telephone,249,3,unknown,yes
37,self-employed,married,tertiary,no,9672,yes,no,telephone,816,1,unknown,no
55,entrepreneur,married,tertiary,no,8421,no,no,cellular,1026,1,unknown,yes
53,blue-collar,married,primary,no,6148,yes,yes,telephone,700,4,unknown,yes
31,technician,divorced,tertiary,no,11903,yes,yes,telephone,828,5,unknown,yes
61,retired,married,tertiary,no,10633,yes,no,telephone,735,1,unknown,yes
50,entrepreneur,single,secondary,no,14263,yes,yes,telephone,254,3,other,no
62,entrepreneur,divorced,secondary,no,6152,yes,no,cellular,1002,2,unknown,yes
41,entrepreneur,single,secondary,no,10478,yes,yes,cellular,324,6,other,no
26,blue-collar,single,tertiary,no,13592,yes,no,telephone,398,4,unknown,no
46,entrepreneur,married,primary,no,9405,yes,no,cellular,1057,3,unknown,yes
41,admin.,single,tertiary,no,5538,yes,no,cellular,320,6,failure,no
66,management,married,tertiary,no,14080,no,no,cellular,1134,5,unknown,yes
39,admin.,married,secondary,no,7187,no,no,telephone,633,3,unknown,yes
56,management,divorced,tertiary,no,9810,yes,no,cellular,627,6,unknown,yes
23,technician,divorced,primary,no,4052,yes,no,telephone,556,1,failure,no
55,technician,divorced,secondary,no,2373,yes,no,telephone,400,5,other,no
23,technician,divorced,primary,no,11833,no,no,cellular,931,6,unknown,yes
64,retired,single,tertiary,no,12927,yes,no,telephone,1005,3,unknown,no
52,services,married,tertiary,no,7275,yes,no,telephone,54,3,other,no
61,retired,divorced,tertiary,no,1095,no,no,telephone,588,3,unknown,no
34,entrepreneur,married,tertiary,no,11530,no,no,telephone,398,3,unknown,no
22,admin.,married,primary,no,10731,yes,no,telephone,545,2,unknown,no
21,services,divorced,tertiary,no,1465,yes,no,telephone,1189,2,other,no
34,management,married,tertiary,no,9965,yes,no,telephone,692,3,unknown,yes
67,admin.,married,secondary,no,484,yes,no,cellular,932,1,unknown,no
57,entrepreneur,single,tertiary,no,1857,yes,no,cellular,934,6,unknown,yes
22,management,married,primary,no,1938,no,yes,cellular,829,3,unknown,yes
43,admin.,divorced,tertiary,no,7539,yes,no,cellular,1136,2,unknown,no
70,self-employed,single,tertiary,no,5380,yes,no,cellular,215,3,unknown,no
23,self-employed,married,tertiary,no,8584,yes,no,cellular,642,6,unknown,yes
62,retired,married,primary,no,6675,no,yes,cellular,81,6,success,yes
42,blue-collar,divorced,tertiary,no,8248,no,no,cellular,105,3,unknown,no
20,entrepreneur,single,primary,no,10433,yes,no,cellular,507,1,unknown,yes
59,admin.,married,tertiary,no,10990,no,yes,cellular,659,1,unknown,yes
55,blue-collar,single,primary,no,12593,no,yes,cellular,902,3,failure,no
61,entrepreneur,married,primary,no,8936,yes,no,cellular,123,5,unknown,yes
35,technician,married,primary,no,8567,yes,no,cellular,303,1,failure,no
42,technician,single,secondary,no,-382,yes,yes,telephone,882,6,failure,no
62,technician,single,primary,no,8070,yes,no,cellular,107,5,unknown,no
23,management,married,secondary,yes,3360,yes,no,cellular,771,5,unknown,yes
58,services,married,primary,no,12551,yes,no,telephone,1048,2,unknown,no
21,retired,married,primary,no,4977,no,no,telephone,118,1,failure,no
29,technician,single,secondary,no,660,no,no,telephone,888,2,failure,no
32,blue-collar,married,primary,no,11587,yes,no,cellular,180,4,unknown,yes
45,technician,single,tertiary,no,5846,yes,no,cellular,764,3,unknown,yes
62,admin.,married,primary,no,7127,yes,no,telephone,480,3,unknown,no
58,technician,divorced,tertiary,no,916,yes,no,cellular,999,4,unknown,no
65,services,single,secondary,no,3143,no,no,cellular,40,4,success,yes
48,admin.,married,tertiary,no,12766,no,no,telephone,1044,2,unknown,no
62,entrepreneur,single,primary,no,3416,no,yes,telephone,654,2,failure,no
65,admin.,married,secondary,no,13822,no,no,telephone,980,6,unknown,no
22,entrepreneur,divorced,secondary,no,4359,yes,no,cellular,195,5,other,no
21,retired,single,primary,no,7124,no,no,cellular,1174,6,unknown,yes
31,technician,married,primary,no,10133,yes,no,cellular,491,3,unknown,yes
61,entrepreneur,married,primary,no,5156,yes,no,cellular,992,6,unknown,no
36,self-employed,divorced,secondary,no,14988,no,no,cellular,415,4,unknown,yes
29,management,single,primary,no,1335,no,no,cellular,1096,6,unknown,yes
61,technician,married,secondary,no,11586,no,no,cellular,75,2,failure,no
39,entrepreneur,divorced,secondary,no,12391,yes,no,telephone,967,3,unknown,no
37,technician,married,primary,no,4220,no,yes,telephone,612,4,success,yes
28,management,single,primary,no,10851,no,no,cellular,517,1,unknown,yes
26,self-employed,married,secondary,no,8715,no,no,telephone,332,3,unknown,no
52,management,single,primary,no,7682,no,no,telephone,349,1,success,yes
50,retired,divorced,tertiary,no,14179,yes,no,cellular,1187,6,other,yes
62,blue-collar,divorced,secondary,no,1784,no,yes,cellular,852,5,failure,yes
23,retired,single,tertiary,no,9058,yes,no,telephone,430,1,unknown,no
61,blue-collar,divorced,secondary,no,4706,no,no,cellular,769,4,unknown,no
41,entrepreneur,married,primary,no,5256,yes,no,cellular,471,6,other,no
44,self-employed,married,primary,no,14208,yes,no,cellular,206,2,unknown,no
51,retired,single,tertiary,no,949,yes,no,telephone,878,2,unknown,no
66,technician,single,primary,no,4242,no,yes,telephone,652,4,unknown,yes
19,admin.,single,secondary,no,9994,no,no,telephone,884,2,unknown,yes
33,admin.,single,secondary,no,593,no,no,telephone,1188,4,other,yes
48,blue-collar,married,tertiary,no,-213,no,no,cellular,329,3,unknown,no
40,technician,single,secondary,no,9924,no,no,telephone,627,5,unknown,yes
30,technician,single,tertiary,no,8408,yes,no,telephone,585,6,unknown,yes
52,retired,single,primary,no,4110,yes,no,telephone,363,1,unknown,no
30,blue-collar,married,secondary,no,1409,no,no,telephone,743,3,unknown,yes
46,retired,single,tertiary,no,11697,no,no,cellular,494,3,unknown,yes
23,entrepreneur,divorced,primary,no,12192,yes,no,cellular,250,1,failure,no
21,self-employed,single,secondary,no,4442,no,no,cellular,450,5,other,yes
40,admin.,single,primary,no,14931,yes,no,telephone,358,5,failure,no
50,blue-collar,single,tertiary,no,8164,yes,no,telephone,381,5,unknown,no
31,self-employed,married,tertiary,no,6703,no,yes,telephone,807,4,unknown,yes
25,retired,single,secondary,no,1726,yes,no,telephone,1171,6,unknown,yes
25,entrepreneur,married,secondary,no,4611,no,no,cellular,1164,4,unknown,no
30,blue-collar,married,tertiary,no,-291,no,no,cellular,841,4,unknown,no
25,technician,married,secondary,no,1166,no,no,cellular,162,3,success,yes
56,entrepreneur,single,primary,no,11381,yes,no,telephone,849,3,unknown,yes
43,self-employed,divorced,secondary,no,6948,yes,no,telephone,502,6,success,yes
65,admin.,single,secondary,no,2434,yes,no,cellular,650,5,unknown,no
60,self-employed,married,primary,no,7657,yes,no,telephone,1137,5,unknown,no
45,blue-collar,married,secondary,no,5665,yes,yes,cellular,1170,6,other,yes
63,technician,married,secondary,no,11226,yes,no,telephone,1164,6,unknown,yes
53,technician,divorced,primary,no,7605,no,no,telephone,612,3,unknown,yes
26,retired,married,tertiary,no,12036,no,no,cellular,906,3,success,yes
21,services,single,primary,no,9208,yes,no,telephone,264,3,unknown,no
20,self-employed,divorced,secondary,no,14268,yes,yes,telephone,75,3,unknown,no
54,blue-collar,married,primary,no,2873,yes,no,telephone,371,5,unknown,no
30,self-employed,divorced,primary,no,8279,yes,no,telephone,853,2,unknown,no
63,blue-collar,divorced,secondary,no,8780,no,no,cellular,741,1,unknown,yes
69,management,married,tertiary,no,2778,yes,no,telephone,1151,2,other,no
51,technician,divorced,secondary,no,12998,no,no,telephone,1189,6,unknown,yes
41,self-employed,single,primary,no,10728,no,no,telephone,682,1,unknown,no
35,management,divorced,primary,no,9350,yes,no,cellular,423,1,unknown,no
47,self-employed,divorced,secondary,no,14338,yes,no,cellular,89,3,failure,no
53,technician,divorced,primary,no,7460,no,yes,cellular,672,5,unknown,yes
44,retired,divorced,tertiary,no,6002,no,no,cellular,513,1,unknown,no
25,management,married,primary,no,1503,no,no,telephone,513,4,unknown,yes
31,management,married,secondary,no,9158,yes,no,cellular,678,5,unknown,yes
35,technician,married,secondary,no,12957,yes,no,cellular,141,6,other,no
34,entrepreneur,married,tertiary,no,5445,no,no,cellular,936,4,unknown,no
34,management,single,primary,no,13580,no,no,telephone,862,1,unknown,yes
67,self-employed,married,tertiary,no,13281,yes,no,cellular,358,6,unknown,yes
44,retired,married,tertiary,no,353,no,no,telephone,308,1,unknown,no
38,blue-collar,single,primary,no,11191,no,no,cellular,870,3,unknown,no
26,management,single,tertiary,no,4867,no,no,telephone,782,2,unknown,yes
54,services,single,primary,no,10102,no,no,cellular,977,2,unknown,no
21,entrepreneur,divorced,secondary,no,1945,yes,no,cellular,58,6,unknown,no
47,self-employed,single,primary,no,2621,no,no,telephone,619,6,unknown,yes
31,services,married,tertiary,no,6353,yes,no,cellular,624,3,unknown,yes
33,retired,divorced,tertiary,no,904,yes,yes,telephone,844,6,unknown,yes
45,management,single,primary,no,353,yes,no,telephone,123,1,unknown,no
37,entrepreneur,divorced,secondary,no,14118,no,no,telephone,377,5,unknown,yes
47,technician,single,secondary,no,6593,yes,yes,cellular,291,4,other,no
65,retired,married,secondary,no,3812,no,no,telephone,1088,3,unknown,yes
65,self-employed,single,tertiary,no,10271,no,no,cellular,334,1,unknown,yes
34,technician,divorced,secondary,no,14166,no,yes,telephone,1178,4,unknown,yes
64,technician,single,secondary,no,13724,yes,no,telephone,1183,6,unknown,yes
18,technician,married,primary,no,7661,no,no,cellular,612,6,success,yes
41,blue-collar,married,primary,no,7040,no,no,telephone,581,5,unknown,yes
20,self-employed,married,tertiary,no,14358,no,no,cellular,129,6,unknown,no
65,blue-collar,divorced,tertiary,no,6034,yes,no,telephone,212,1,other,no
67,entrepreneur,married,tertiary,no,10216,yes,no,telephone,665,6,unknown,yes
24,retired,divorced,primary,no,14006,yes,no,telephone,214,4,failure,no
45,entrepreneur,single,primary,no,7094,no,no,cellular,1044,5,unknown,yes
36,self-employed,married,primary,no,7325,yes,no,telephone,539,5,unknown,no
53,blue-collar,single,tertiary,no,6461,yes,no,telephone,757,3,unknown,no
19,blue-collar,divorced,tertiary,no,12380,yes,no,cellular,882,6,unknown,yes
47,self-employed,divorced,secondary,no,14542,no,no,cellular,190,6,success,yes
61,blue-collar,married,tertiary,yes,5970,yes,no,telephone,972,6,unknown,yes
65,self-employed,married,tertiary,no,9604,yes,no,telephone,649,1,unknown,yes
25,admin.,divorced,primary,no,2928,yes,yes,cellular,922,6,other,yes
23,management,married,primary,no,-143,yes,no,telephone,1023,4,unknown,yes
33,services,married,tertiary,no,5918,yes,yes,telephone,881,4,failure,yes
53,management,single,secondary,no,7910,no,no,telephone,504,6,unknown,yes
54,retired,divorced,primary,no,10121,yes,no,telephone,740,4,unknown,yes
36,services,married,secondary,no,7817,yes,no,telephone,989,2,other,no
42,entrepreneur,divorced,tertiary,no,12541,yes,no,cellular,454,3,unknown,yes
48,technician,single,primary,no,7563,yes,no,telephone,651,2,unknown,yes
19,retired,married,secondary,no,2362,no,no,cellular,160,3,unknown,no
25,services,married,secondary,no,12359,yes,yes,telephone,339,6,other,no
24,admin.,married,secondary,no,11882,yes,yes,cellular,1181,1,unknown,yes
25,services,married,primary,no,11102,yes,no,cellular,345,6,unknown,no
25,services,married,secondary,no,-393,yes,no,telephone,617,5,unknown,yes
63,entrepreneur,married,tertiary,no,1983,no,no,cellular,312,4,unknown,no
47,retired,single,secondary,no,-338,no,no,cellular,203,3,unknown,no
28,entrepreneur,single,secondary,no,10316,no,no,cellular,1094,3,unknown,no
62,management,divorced,tertiary,no,5138,yes,no,cellular,857,4,unknown,no
57,self-employed,divorced,secondary,no,12305,no,no,telephone,202,1,unknown,no
64,technician,divorced,tertiary,no,1020,yes,no,telephone,357,1,unknown,no
55,management,single,secondary,no,7778,yes,yes,telephone,561,6,unknown,yes
66,blue-collar,married,secondary,no,-415,yes,no,cellular,747,3,unknown,no
63,technician,divorced,secondary,no,3557,yes,no,cellular,769,4,unknown,no
44,blue-collar,single,primary,no,1630,yes,no,telephone,1107,4,unknown,yes
43,management,divorced,secondary,no,6710,no,no,telephone,363,2,unknown,no
47,technician,divorced,tertiary,no,1434,no,no,cellular,351,5,unknown,no
56,entrepreneur,single,primary,no,4244,yes,no,telephone,654,3,unknown,yes
68,technician,single,tertiary,no,14848,no,no,cellular,404,6,unknown,yes
40,blue-collar,single,secondary,no,4574,no,no,telephone,1003,6,failure,yes
26,self-employed,married,tertiary,no,13694,no,yes,telephone,823,2,other,yes
20,self-employed,divorced,secondary,no,13687,yes,yes,telephone,1179,6,unknown,yes
30,admin.,divorced,tertiary,no,7296,yes,yes,cellular,68,3,failure,no
63,self-employed,single,tertiary,no,6083,no,no,cellular,726,4,unknown,yes
51,retired,married,secondary,no,1127,yes,no,cellular,553,1,unknown,no
61,technician,single,tertiary,no,2473,yes,yes,telephone,232,3,unknown,no
34,entrepreneur,single,primary,no,11822,no,no,telephone,265,3,unknown,no
44,blue-collar,married,primary,no,3329,no,yes,cellular,534,5,unknown,yes
54,entrepreneur,married,primary,no,7699,yes,no,telephone,1136,2,failure,yes
45,self-employed,single,primary,no,13088,no,no,cellular,31,1,success,yes
56,management,divorced,secondary,no,13302,no,no,telephone,123,2,failure,no
37,blue-collar,married,tertiary,no,1788,no,no,telephone,461,5,unknown,no
61,retired,divorced,secondary,no,11095,yes,no,telephone,729,2,unknown,yes
19,technician,divorced,primary,no,-430,no,no,telephone,1168,6,failure,no
52,blue-collar,divorced,tertiary,no,7,no,no,telephone,282,3,success,yes
56,retired,married,primary,no,12801,no,yes,telephone,788,2,unknown,yes
19,management,divorced,tertiary,no,974,no,no,cellular,509,4,success,yes
49,services,single,primary,no,9960,yes,no,telephone,379,5,unknown,no
61,technician,single,tertiary,no,565,yes,no,cellular,1101,6,failure,yes
61,admin.,divorced,tertiary,no,3643,no,no,cellular,904,6,unknown,yes
38,entrepreneur,married,secondary,no,7991,yes,no,cellular,489,1,unknown,no
46,retired,single,secondary,no,840,no,no,cellular,897,1,other,yes
39,management,single,tertiary,no,-44,yes,no,telephone,542,2,unknown,yes
39,admin.,married,tertiary,no,14959,yes,no,telephone,225,6,unknown,yes
21,admin.,married,secondary,no,10860,yes,yes,telephone,142,3,unknown,no
24,admin.,divorced,primary,no,5749,yes,no,telephone,507,5,failure,no
47,entrepreneur,married,secondary,no,9645,yes,no,cellular,959,5,unknown,yes
24,admin.,divorced,tertiary,no,12433,no,no,cellular,1072,3,unknown,yes
57,self-employed,single,primary,no,222,yes,no,telephone,1080,6,failure,yes
52,technician,single,secondary,no,5118,yes,no,cellular,147,2,unknown,no
21,entrepreneur,married,primary,no,9994,no,no,telephone,417,6,unknown,no
47,retired,divorced,tertiary,no,9594,yes,no,cellular,960,1,unknown,no
58,services,divorced,primary,no,2992,yes,no,telephone,799,2,unknown,no
18,retired,single,primary,no,8588,yes,no,cellular,767,1,success,yes
36,technician,single,secondary,no,5067,no,no,cellular,74,2,failure,no
19,technician,married,tertiary,no,1318,yes,no,telephone,521,3,failure,no
51,entrepreneur,divorced,primary,no,13962,no,no,cellular,1120,4,unknown,yes
45,services,single,tertiary,no,13499,yes,no,telephone,536,1,unknown,yes
26,self-employed,single,tertiary,no,7211,no,no,cellular,1071,4,failure,yes
50,retired,married,tertiary,no,4772,no,no,telephone,1043,4,unknown,yes
68,admin.,single,primary,no,6906,no,no,telephone,900,4,unknown,no
41,management,divorced,primary,no,876,yes,no,cellular,114,4,unknown,no
46,self-employed,married,secondary,no,7651,yes,no,cellular,934,2,unknown,yes
23,management,divorced,tertiary,no,780,no,no,cellular,272,1,unknown,no
39,services,divorced,secondary,no,11709,no,no,telephone,420,6,unknown,yes
66,management,single,secondary,no,5179,no,no,telephone,54,4,unknown,no
27,entrepreneur,single,primary,no,2938,yes,no,telephone,974,3,failure,yes
30,entrepreneur,divorced,secondary,no,6872,no,yes,cellular,292,3,success,yes
69,retired,married,primary,no,10735,no,no,telephone,697,5,unknown,no
26,technician,married,tertiary,no,9379,no,no,telephone,810,2,success,yes
42,services,married,primary,no,6897,no,no,cellular,243,6,unknown,yes
62,self-employed,single,primary,no,14431,no,no,cellular,626,6,unknown,yes
41,admin.,single,secondary,no,6231,yes,no,cellular,1128,4,unknown,yes
31,technician,single,secondary,no,11127,no,no,telephone,445,5,failure,no
30,admin.,single,secondary,no,6041,no,no,telephone,1195,4,unknown,yes
65,blue-collar,married,tertiary,no,6976,yes,no,telephone,830,5,failure,no
44,services,single,tertiary,no,7001,yes,no,cellular,835,6,success,yes
28,management,divorced,tertiary,no,14512,yes,no,cellular,1040,4,success,yes
41,blue-collar,single,tertiary,no,4841,yes,no,cellular,1066,1,unknown,yes
62,self-employed,married,secondary,no,13520,yes,yes,telephone,264,6,other,no
65,self-employed,married,secondary,no,8485,no,no,telephone,317,4,failure,no
28,admin.,divorced,primary,no,1534,yes,no,cellular,52,6,unknown,no
29,services,divorced,primary,no,8221,yes,no,cellular,829,6,unknown,yes
18,admin.,married,primary,no,5638,no,no,cellular,893,1,success,yes
30,blue-collar,single,primary,no,13106,no,no,cellular,881,5,unknown,yes
53,services,divorced,primary,no,5972,no,yes,cellular,246,3,unknown,yes
59,retired,single,secondary,no,3106,yes,no,telephone,119,1,other,no
67,self-employed,single,tertiary,no,14609,no,no,cellular,694,6,unknown,yes
67,technician,married,primary,no,13982,no,no,telephone,168,3,unknown,no
46,entrepreneur,divorced,tertiary,no,7748,no,no,cellular,73,5,failure,yes
33,entrepreneur,single,tertiary,no,1753,yes,no,cellular,799,2,unknown,yes
64,self-employed,divorced,secondary,no,4702,no,no,telephone,620,1,unknown,yes
39,services,single,tertiary,no,14535,no,no,cellular,811,5,unknown,yes
18,blue-collar,married,primary,no,353,no,yes,cellular,287,1,unknown,no
68,services,single,tertiary,no,11378,yes,no,cellular,531,4,unknown,yes
36,self-employed,divorced,primary,no,12300,yes,no,telephone,845,4,unknown,yes
50,entrepreneur,single,secondary,yes,5749,yes,yes,telephone,1130,2,unknown,yes
42,self-employed,married,secondary,no,8710,no,yes,cellular,991,2,unknown,yes
18,retired,married,secondary,no,14905,yes,no,telephone,1032,3,unknown,yes
44,admin.,single,secondary,no,2160,yes,no,telephone,743,5,failure,no
41,admin.,divorced,secondary,no,11553,yes,no,telephone,87,6,unknown,yes
56,self-employed,divorced,primary,no,9365,no,no,cellular,55,1,failure,no
42,entrepreneur,divorced,tertiary,no,816,yes,no,telephone,369,4,unknown,no
52,entrepreneur,divorced,secondary,no,11828,no,no,cellular,253,6,unknown,no
70,technician,married,tertiary,no,11759,yes,no,cellular,1037,1,unknown,no
44,entrepreneur,divorced,secondary,no,2295,yes,no,cellular,435,4,unknown,no
46,services,single,primary,no,2493,no,no,telephone,932,6,other,yes
58,technician,single,secondary,no,1542,yes,no,cellular,1008,4,unknown,yes
21,management,single,tertiary,no,185,yes,no,cellular,799,5,unknown,no
35,self-employed,married,secondary,no,5014,yes,no,telephone,520,3,unknown,yes
21,retired,married,primary,yes,13762,no,no,cellular,82,5,unknown,no
62,services,married,secondary,no,10295,no,no,cellular,36,6,success,no
19,retired,single,tertiary,no,6779,yes,no,cellular,743,4,success,yes
48,blue-collar,divorced,secondary,no,2696,no,no,cellular,291,4,failure,no
61,self-employed,single,secondary,no,7399,no,no,cellular,379,6,unknown,yes
63,admin.,single,secondary,no,12055,yes,no,telephone,282,6,unknown,no
64,self-employed,single,tertiary,no,3166,no,no,cellular,732,4,other,yes
64,entrepreneur,divorced,tertiary,no,13527,yes,no,telephone,266,3,unknown,yes
65,services,divorced,primary,no,1587,no,no,cellular,666,1,unknown,yes
42,entrepreneur,married,secondary,no,14801,no,no,cellular,248,4,unknown,no
38,technician,married,primary,no,6967,yes,no,cellular,685,3,unknown,yes
35,self-employed,divorced,primary,no,11036,no,yes,telephone,342,6,unknown,no
69,services,divorced,tertiary,no,13679,no,no,telephone,642,6,other,yes
19,entrepreneur,married,secondary,no,5206,no,no,telephone,608,6,other,yes
53,entrepreneur,single,primary,no,12464,no,no,telephone,967,6,unknown,yes
62,self-employed,married,primary,no,12678,no,no,cellular,771,6,other,yes
68,technician,married,secondary,no,2256,no,yes,telephone,397,1,unknown,no
39,entrepreneur,single,tertiary,no,3514,yes,no,telephone,649,6,unknown,yes
65,entrepreneur,divorced,tertiary,no,12242,yes,no,telephone,593,6,unknown,yes
25,blue-collar,single,primary,no,10457,no,no,telephone,590,6,failure,no
29,entrepreneur,married,tertiary,no,4388,no,yes,cellular,1130,2,unknown,yes
43,self-employed,single,tertiary,no,8330,no,no,cellular,454,6,other,yes
56,technician,single,tertiary,no,4649,yes,yes,cellular,360,1,unknown,no
20,blue-collar,single,tertiary,no,8419,yes,no,cellular,538,3,unknown,no
68,management,divorced,tertiary,no,8954,yes,no,telephone,1132,5,unknown,yes
70,admin.,single,primary,no,4410,no,no,cellular,1160,2,unknown,yes
64,entrepreneur,single,tertiary,no,5755,no,no,telephone,200,3,unknown,no
27,services,single,tertiary,no,9873,no,no,telephone,1184,6,unknown,yes
28,entrepreneur,single,secondary,no,6604,yes,no,cellular,188,3,unknown,yes
53,entrepreneur,single,secondary,no,5444,no,no,cellular,492,3,unknown,yes
32,entrepreneur,single,primary,no,11432,no,no,telephone,225,5,unknown,no
36,management,divorced,primary,no,2297,yes,no,cellular,736,6,unknown,no
