TweetID,Brand_Topic,Sentiment_Label,Retweet_Count,Like_Count,User_Followers
100733,Apple,Positive,411,1056,3059
100734,Tesla,Positive,238,578,20411
100735,Google,Positive,233,16,24227
100736,Microsoft,Positive,401,622,48518
100737,Amazon,Positive,188,1010,12857
100738,Meta,Irrelevant,389,502,9917
100739,Apple,Neutral,12,477,35540
100740,Google,Negative,355,19,22005
100741,Apple,Neutral,192,629,6862
100742,Microsoft,Negative,121,859,32295
100743,Apple,Irrelevant,72,573,6146
100744,Apple,Neutral,432,1064,27120
100745,Meta,Neutral,234,173,38111
100746,Apple,Positive,326,807,4954
100747,Amazon,Negative,222,267,15567
100748,Google,Positive,161,804,45972
100749,Meta,Positive,231,556,15359
100750,Apple,Neutral,69,1197,7191
100751,Microsoft,Positive,230,954,20630
100752,Tesla,Positive,183,425,29666
100753,Google,Positive,436,245,5975
100754,Microsoft,Neutral,155,82,14141
100755,Google,Positive,364,508,23363
100756,Tesla,Negative,346,612,17100
100757,Microsoft,Positive,207,926,36484
100758,Meta,Negative,48,946,6728
100759,Microsoft,Positive,31,455,8616
100760,Microsoft,Neutral,190,172,38213
100761,Amazon,Positive,416,153,1478
100762,Apple,Positive,330,908,8490
100763,Apple,Neutral,424,679,8079
100764,Apple,Neutral,25,344,37660
100765,Tesla,Negative,202,1016,1982
100766,Tesla,Negative,88,724,14121
100767,Microsoft,Positive,228,304,2320
100768,Amazon,Negative,125,604,32745
100769,Tesla,Neutral,245,124,5798
100770,Google,Positive,214,408,42166
100771,Amazon,Positive,410,1113,1329
100772,Tesla,Negative,183,982,35735
100773,Tesla,Positive,289,1028,21126
100774,Tesla,Positive,13,653,39182
100775,Microsoft,Positive,415,575,3889
100776,Tesla,Negative,392,1196,15304
100777,Microsoft,Positive,336,493,17517
100778,Amazon,Neutral,377,114,14429
100779,Amazon,Neutral,408,795,23302
100780,Microsoft,Positive,303,651,48422
100781,Meta,Positive,302,57,46151
100782,Meta,Positive,290,1154,9362
100783,Amazon,Irrelevant,428,1008,35578
100784,Google,Positive,19,184,3731
100785,Microsoft,Negative,10,1078,31375
100786,Apple,Positive,314,412,8601
100787,Google,Neutral,410,662,3953
100788,Apple,Positive,360,290,7319
100789,Amazon,Neutral,37,765,46222
100790,Meta,Positive,51,689,19826
100791,Google,Positive,80,894,41944
100792,Tesla,Negative,89,1150,45503
100793,Amazon,Neutral,114,359,24847
100794,Google,Neutral,150,260,11696
100795,Meta,Positive,359,1173,25713
100796,Amazon,Positive,308,651,40117
100797,Microsoft,Negative,53,1016,9267
100798,Google,Neutral,121,710,20989
100799,Microsoft,Negative,45,687,29320
100800,Apple,Positive,127,138,23019
100801,Google,Neutral,368,2,3205
100802,Tesla,Positive,214,340,27183
100803,Tesla,Neutral,179,1118,24648
100804,Apple,Neutral,403,1183,42711
100805,Meta,Positive,231,150,2239
100806,Google,Positive,133,214,4912
100807,Google,Positive,192,329,48021
100808,Apple,Positive,47,692,38980
100809,Amazon,Neutral,360,63,28317
100810,Meta,Positive,222,321,3559
100811,Apple,Positive,97,838,45741
100812,Amazon,Neutral,373,1106,17434
100813,Meta,Positive,121,196,3302
100814,Tesla,Negative,430,1005,10115
100815,Apple,Positive,218,179,19353
100816,Meta,Negative,245,408,6406
100817,Apple,Positive,326,597,5419
100818,Tesla,Negative,157,814,30913
100819,Tesla,Neutral,135,186,42115
100820,Amazon,Positive,189,781,24259
100821,Microsoft,Negative,134,900,30528
100822,Google,Positive,137,1155,4089
100823,Microsoft,Neutral,341,198,5666
100824,Meta,Positive,277,847,49625
100825,Amazon,Positive,31,792,34297
100826,Tesla,Irrelevant,351,972,37583
100827,Microsoft,Negative,40,808,46862
100828,Apple,Positive,264,1170,44452
100829,Amazon,Positive,387,919,11379
100830,Microsoft,Irrelevant,413,394,8319
100831,Apple,Positive,349,891,13282
100832,Meta,Positive,304,528,21005
100833,Meta,Irrelevant,34,178,25484
100834,Amazon,Positive,166,565,34108
100835,Tesla,Neutral,6,1070,27548
100836,Apple,Positive,75,1160,38580
100837,Amazon,Neutral,51,216,36926
100838,Apple,Neutral,444,1096,22585
100839,Tesla,Positive,335,994,37538
100840,Amazon,Negative,88,564,26459
100841,Microsoft,Negative,348,822,2591
100842,Tesla,Neutral,169,486,3280
100843,Meta,Negative,137,762,1375
100844,Google,Neutral,155,636,18422
100845,Tesla,Neutral,350,201,14989
100846,Microsoft,Positive,380,907,21078
100847,Google,Neutral,309,182,12366
100848,Tesla,Positive,421,833,48608
100849,Tesla,Negative,444,765,3733
100850,Amazon,Neutral,33,637,46552
100851,Amazon,Negative,399,1073,37318
100852,Apple,Positive,448,411,3826
100853,Microsoft,Positive,25,738,46228
100854,Microsoft,Positive,421,950,33153
100855,Tesla,Negative,63,62,15905
100856,Google,Positive,228,363,31152
100857,Amazon,Negative,176,334,17001
100858,Meta,Neutral,46,583,1848
100859,Tesla,Positive,437,1171,14095
100860,Microsoft,Negative,346,423,17684
100861,Meta,Negative,10,18,31120
100862,Microsoft,Negative,307,17,14714
100863,Google,Negative,156,563,27824
100864,Tesla,Neutral,235,516,14350
100865,Tesla,Positive,266,813,38354
100866,Apple,Positive,339,766,36845
100867,Meta,Negative,144,611,44903
100868,Apple,Positive,172,566,42032
100869,Google,Neutral,133,611,12394
100870,Microsoft,Negative,123,116,39373
100871,Tesla,Negative,348,286,47320
100872,Apple,Negative,151,531,27481
100873,Tesla,Positive,18,1194,46454
100874,Amazon,Neutral,175,455,45028
100875,Amazon,Negative,243,734,33297
100876,Google,Neutral,430,1143,11920
100877,Google,Positive,65,529,47575
100878,Amazon,Neutral,93,687,42939
100879,Apple,Positive,114,628,27606
100880,Google,Positive,299,602,30443
100881,Apple,Positive,443,1195,38081
100882,Amazon,Positive,99,1024,7902
100883,Meta,Positive,152,846,3593
100884,Microsoft,Positive,102,701,26866
100885,Amazon,Neutral,234,293,20784
100886,Meta,Positive,41,998,21849
100887,Meta,Irrelevant,160,118,358
100888,Tesla,Positive,389,345,37817
100889,Microsoft,Negative,390,180,8530
100890,Amazon,Negative,219,826,28166
100891,Tesla,Positive,19,1093,13118
100892,Meta,Positive,7,659,49650
100893,Amazon,Positive,346,8,41120
100894,Meta,Positive,355,705,20503
100895,Microsoft,Positive,257,626,10995
100896,Apple,Neutral,152,595,29929
100897,Meta,Negative,268,691,28470
100898,Meta,Irrelevant,175,1003,23593
100899,Microsoft,Positive,415,826,1303
100900,Microsoft,Positive,67,432,48158
100901,Apple,Negative,86,252,24074
100902,Meta,Neutral,19,768,42014
100903,Google,Neutral,319,99,38973
100904,Apple,Negative,334,40,3211
100905,Meta,Positive,227,778,8149
100906,Amazon,Positive,359,313,13517
100907,Meta,Neutral,4,616,27632
100908,Meta,Positive,266,552,40865
100909,Amazon,Neutral,214,214,33577
100910,Meta,Negative,144,233,7014
100911,Tesla,Positive,102,538,34334
100912,Microsoft,Positive,209,604,10560
100913,Apple,Positive,106,984,21716
100914,Microsoft,Positive,343,182,7287
100915,Amazon,Neutral,76,184,33585
100916,Apple,Negative,51,524,42277
100917,Microsoft,Negative,151,540,30476
100918,Apple,Positive,89,80,19092
100919,Google,Neutral,160,872,48450
100920,Apple,Positive,388,93,683
100921,Microsoft,Neutral,87,673,23480
100922,Tesla,Irrelevant,137,190,24470
100923,Google,Positive,205,819,29969
100924,Google,Neutral,353,979,27689
100925,Meta,Neutral,85,231,8734
100926,Meta,Neutral,432,326,6846
100927,Tesla,Neutral,247,1165,44509
100928,Tesla,Positive,194,734,40115
100929,Apple,Neutral,450,267,31709
100930,Tesla,Positive,210,902,3062
100931,Apple,Positive,160,25,46224
100932,Meta,Negative,380,1180,47483
100933,Amazon,Positive,342,692,34069
100934,Amazon,Neutral,316,195,28417
100935,Meta,Neutral,246,708,43546
100936,Meta,Negative,76,1143,40217
100937,Apple,Positive,80,1035,30805
100938,Tesla,Neutral,38,1006,21063
100939,Microsoft,Positive,142,103,33272
100940,Microsoft,Negative,193,825,15450
100941,Apple,Positive,410,1173,29416
100942,Apple,Neutral,228,647,7829
100943,Tesla,Negative,9,210,26489
100944,Tesla,Positive,281,0,6006
100945,Amazon,Irrelevant,326,623,33364
100946,Amazon,Positive,343,934,22388
100947,Google,Neutral,418,456,29833
100948,Google,Negative,317,968,47016
100949,Meta,Positive,231,233,6435
100950,Meta,Positive,174,727,41577
100951,Google,Negative,191,217,3050
100952,Microsoft,Negative,420,838,7059
100953,Google,Negative,96,247,25798
100954,Microsoft,Negative,400,390,47025
100955,Google,Positive,212,95,41550
100956,Meta,Negative,395,922,30025
100957,Meta,Negative,258,275,32741
100958,Apple,Positive,24,1133,28414
100959,Amazon,Negative,260,362,45388
100960,Amazon,Positive,417,262,6836
100961,Tesla,Negative,310,659,33087
100962,Tesla,Positive,311,508,17980
100963,Tesla,Irrelevant,150,927,8790
100964,Microsoft,Negative,358,1049,19639
100965,Meta,Negative,160,1133,41506
100966,Microsoft,Positive,319,595,45047
100967,Google,Neutral,67,364,33073
100968,Amazon,Neutral,165,236,49908
100969,Google,Negative,298,1168,43772
100970,Meta,Negative,382,1093,18788
100971,Tesla,Negative,267,218,1706
100972,Tesla,Positive,343,115,13150
100973,Google,Neutral,82,586,44836
100974,Google,Positive,31,604,13419
100975,Amazon,Positive,416,926,6766
100976,Amazon,Neutral,378,1150,14750
100977,Meta,Negative,199,486,33533
100978,Meta,Positive,340,96,25057
100979,Tesla,Positive,403,640,36234
100980,Apple,Positive,128,415,40719
100981,Tesla,Negative,324,753,49536
100982,Amazon,Negative,308,402,47557
100983,Microsoft,Positive,90,152,12303
100984,Microsoft,Neutral,61,772,2713
100985,Tesla,Positive,135,266,10596
100986,Amazon,Neutral,2,676,30611
100987,Meta,Irrelevant,20,314,21193
100988,Amazon,Positive,320,616,32198
100989,Amazon,Negative,37,650,34482
100990,Microsoft,Irrelevant,266,139,33154
100991,Microsoft,Negative,274,826,6075
100992,Google,Positive,109,679,21746
100993,Google,Positive,385,1086,31170
100994,Amazon,Neutral,332,18,7568
100995,Meta,Positive,123,499,2663
100996,Meta,Neutral,195,232,25338
100997,Google,Negative,144,50,33923
100998,Google,Negative,260,912,31953
100999,Apple,Positive,333,394,21042
101000,Amazon,Positive,49,342,35306
101001,Amazon,Positive,33,431,43981
101002,Meta,Neutral,442,868,6860
101003,Microsoft,Negative,359,891,42423
101004,Apple,Negative,78,48,30145
101005,Meta,Positive,44,150,3606
101006,Microsoft,Neutral,285,144,37730
101007,Microsoft,Irrelevant,208,794,29614
101008,Meta,Negative,161,34,25576
101009,Meta,Positive,3,129,49592
101010,Meta,Negative,358,148,23492
101011,Amazon,Positive,402,617,39801
101012,Apple,Positive,224,781,25944
101013,Meta,Positive,80,1092,14459
101014,Microsoft,Neutral,407,1117,19381
101015,Meta,Positive,346,764,780
101016,Amazon,Neutral,72,252,2787
101017,Apple,Negative,201,1100,35932
101018,Apple,Positive,383,704,13926
101019,Tesla,Neutral,435,1049,9385
101020,Microsoft,Positive,315,517,12785
101021,Apple,Positive,409,1161,3614
101022,Amazon,Negative,281,149,19098
101023,Meta,Positive,50,404,47602
101024,Amazon,Negative,169,731,8452
101025,Meta,Neutral,51,583,40650
101026,Apple,Neutral,162,995,29583
101027,Google,Negative,156,1196,10037
101028,Amazon,Negative,413,647,28119
101029,Microsoft,Positive,126,453,46724
101030,Meta,Negative,141,736,8851
101031,Meta,Neutral,449,982,30383
101032,Tesla,Positive,156,997,36204
101033,Apple,Positive,310,167,18440
101034,Microsoft,Neutral,100,539,48123
101035,Meta,Positive,38,38,33288
101036,Meta,Positive,297,1185,26600
101037,Amazon,Positive,18,1129,17129
101038,Amazon,Neutral,276,966,42904
101039,Microsoft,Positive,114,595,8824
101040,Tesla,Negative,46,812,23896
101041,Amazon,Positive,122,339,49674
101042,Amazon,Positive,81,366,37166
101043,Amazon,Neutral,74,990,23564
101044,Apple,Positive,249,474,4169
101045,Google,Positive,21,423,33990
101046,Google,Positive,232,95,2665
101047,Meta,Positive,360,1067,41571
101048,Google,Neutral,134,1185,35724
101049,Amazon,Positive,334,775,23990
101050,Amazon,Neutral,427,159,33910
101051,Google,Positive,114,1057,26647
101052,Google,Neutral,176,997,31645
101053,Amazon,Positive,71,900,10903
101054,Microsoft,Positive,329,575,13911
101055,Microsoft,Positive,185,242,43376
101056,Microsoft,Negative,169,232,31606
101057,Meta,Negative,107,330,42468
101058,Tesla,Positive,22,261,37634
101059,Amazon,Positive,322,1049,2618
101060,Amazon,Positive,85,528,11848
101061,Amazon,Irrelevant,306,1154,41837
101062,Apple,Neutral,372,580,5669
101063,Microsoft,Negative,241,986,11228
101064,Microsoft,Neutral,307,292,38234
101065,Microsoft,Negative,261,541,11041
101066,Meta,Neutral,232,140,15111
101067,Tesla,Positive,55,33,13311
101068,Amazon,Neutral,258,859,9851
101069,Amazon,Positive,243,79,34877
101070,Amazon,Neutral,47,987,43263
101071,Microsoft,Irrelevant,276,2,44520
101072,Meta,Negative,215,758,2896
101073,Meta,Negative,117,987,25034
101074,Google,Negative,379,1179,6453
101075,Tesla,Positive,244,476,5543
101076,Google,Negative,278,836,16945
101077,Microsoft,Positive,380,14,37928
101078,Amazon,Positive,3,768,42946
101079,Microsoft,Neutral,161,837,23791
101080,Apple,Positive,333,1198,16672
101081,Google,Neutral,216,1156,24012
101082,Amazon,Positive,348,813,49527
101083,Microsoft,Negative,401,1141,31669
101084,Microsoft,Positive,284,990,16681
101085,Google,Negative,396,815,48270
101086,Microsoft,Neutral,337,243,49058
101087,Microsoft,Negative,358,331,6621
101088,Microsoft,Negative,402,693,36132
101089,Amazon,Neutral,361,106,10584
101090,Tesla,Irrelevant,2,186,9574
101091,Tesla,Neutral,222,180,4249
101092,Google,Positive,40,77,47530
101093,Tesla,Neutral,205,1067,18824
101094,Meta,Irrelevant,29,358,42012
101095,Tesla,Positive,103,1061,18793
101096,Microsoft,Positive,306,1045,33854
101097,Meta,Positive,86,73,23625
101098,Microsoft,Neutral,80,177,18133
101099,Tesla,Positive,202,830,38459
101100,Microsoft,Negative,377,140,5959
101101,Amazon,Positive,424,1145,38253
101102,Google,Positive,417,566,14880
101103,Amazon,Irrelevant,232,827,37727
101104,Apple,Positive,208,1036,7027
101105,Amazon,Positive,150,696,7718
101106,Amazon,Irrelevant,448,1101,37726
101107,Google,Neutral,193,1153,31745
101108,Microsoft,Neutral,397,939,44718
101109,Tesla,Neutral,441,56,31636
101110,Apple,Positive,195,451,44412
101111,Meta,Positive,161,844,23190
101112,Amazon,Negative,358,539,16319
101113,Google,Positive,344,700,5032
101114,Amazon,Irrelevant,243,642,23219
101115,Microsoft,Neutral,137,374,48950
101116,Meta,Irrelevant,97,1021,48357
101117,Microsoft,Positive,123,543,13601
101118,Microsoft,Positive,127,729,10273
101119,Apple,Positive,40,1008,40277
101120,Apple,Neutral,277,86,31657
101121,Google,Negative,252,1176,18054
101122,Tesla,Positive,391,1046,18417
101123,Tesla,Positive,295,262,3598
101124,Amazon,Neutral,244,1107,2184
101125,Amazon,Positive,440,357,30012
101126,Apple,Negative,235,646,45218
101127,Apple,Positive,107,777,38126
101128,Apple,Positive,313,531,12315
101129,Amazon,Positive,137,965,40229
101130,Google,Positive,255,868,13847
101131,Tesla,Negative,190,747,26303
101132,Google,Positive,292,268,37791
101133,Meta,Positive,51,552,15503
101134,Amazon,Negative,195,401,9608
101135,Meta,Positive,412,19,11624
101136,Tesla,Negative,434,1058,35045
101137,Meta,Positive,249,614,16497
101138,Amazon,Neutral,24,815,6536
101139,Meta,Positive,110,520,31280
101140,Meta,Positive,381,685,17074
101141,Google,Positive,285,527,22603
101142,Apple,Positive,179,407,37854
101143,Amazon,Negative,275,357,18702
101144,Google,Positive,261,998,48318
101145,Tesla,Neutral,195,586,30442
101146,Meta,Irrelevant,444,343,42031
101147,Google,Positive,313,1170,26577
101148,Apple,Positive,175,467,20594
101149,Google,Neutral,363,547,39724
101150,Meta,Positive,227,743,49064
101151,Amazon,Negative,230,847,11015
101152,Microsoft,Neutral,64,480,43436
101153,Google,Neutral,358,163,13850
101154,Microsoft,Positive,48,130,31060
101155,Amazon,Positive,394,813,34389
101156,Apple,Positive,316,318,5575
101157,Meta,Irrelevant,199,633,15081
101158,Microsoft,Neutral,226,258,8653
101159,Amazon,Neutral,14,71,43536
101160,Google,Neutral,166,975,30667
101161,Amazon,Irrelevant,280,911,8904
101162,Meta,Negative,302,935,41406
101163,Meta,Negative,288,890,34355
101164,Meta,Negative,158,711,31615
101165,Amazon,Positive,45,904,20226
101166,Google,Positive,79,621,741
101167,Apple,Positive,388,279,22586
101168,Google,Positive,4,1007,49560
101169,Tesla,Positive,392,881,19246
101170,Amazon,Positive,3,1122,24537
101171,Microsoft,Negative,287,895,25920
101172,Microsoft,Positive,377,798,24846
101173,Microsoft,Positive,216,490,33906
101174,Amazon,Neutral,350,556,18706
101175,Meta,Neutral,414,550,27110
101176,Microsoft,Neutral,93,279,19028
101177,Apple,Negative,316,927,17884
101178,Meta,Negative,96,656,1321
101179,Microsoft,Positive,273,45,12235
101180,Apple,Positive,64,897,47701
101181,Apple,Positive,77,30,32397
101182,Microsoft,Positive,159,1020,24389
101183,Tesla,Negative,16,676,5307
101184,Microsoft,Positive,397,803,4728
101185,Amazon,Negative,98,512,25057
101186,Apple,Positive,393,509,25268
101187,Tesla,Positive,17,407,30251
101188,Meta,Neutral,266,426,31037
101189,Tesla,Negative,159,661,10444
101190,Meta,Neutral,381,1125,34189
101191,Apple,Positive,326,611,13073
101192,Google,Neutral,442,446,7450
101193,Microsoft,Negative,166,30,11018
101194,Google,Negative,202,497,635
101195,Apple,Negative,353,973,45165
101196,Amazon,Positive,394,183,16350
101197,Microsoft,Negative,351,693,49828
101198,Meta,Positive,182,315,46012
101199,Amazon,Neutral,64,999,15298
101200,Google,Irrelevant,403,711,28801
